wheelchairaccess,polling_place_name,address,premises,entrancesdesc,lat,lon,state
Assisted wheelchair access,Paralowie West,"23 Barassi St, PARALOWIE, 5108",Settlers Farm Campus,,-34.7566,138.595,SA
Full wheelchair access,Ridgehaven,"479 Milne Rd, RIDGEHAVEN, 5097",Ridgehaven Primary School,,-34.817075,138.710634,SA
Full wheelchair access,Rose Park,"54 Alexandra Ave, ROSE PARK, 5067",Rose Park Primary School,,-34.93144,138.62877,SA
Assisted wheelchair access,Rostrevor South,"Morialta Rd West, ROSTREVOR, 5073",Norwood Morialta Middle School,via Moules Rd,-34.900836,138.677764,SA
Full wheelchair access,Royal Park,"50 Tapleys Hill Rd, ROYAL PARK, 5014",United Church Royal Park,,-34.870739,138.512014,SA
Full wheelchair access,Virginia,"Old Port Wakefield Rd, VIRGINIA, 5120",Virginia Community Centre,via Park Rd,-34.6651,138.557,SA
Assisted wheelchair access,Dernancourt,"29 Parsons Rd, DERNANCOURT, 5075",Dernancourt Primary School,,-34.86131,138.67119,SA
Full wheelchair access,Hampstead Gardens,"28 Gambia Ave, HAMPSTEAD GARDENS, 5086",Church of Christ Hampstead Gardens,,-34.873251,138.625872,SA
Full wheelchair access,Hillcrest,"17-31 Queensborough Ave, HILLCREST, 5086",Hillcrest Community Centre,via Fosters Rd,-34.865556,138.638602,SA
Full wheelchair access,Holden Hill,"96 Valiant Rd, HOLDEN HILL, 5088",Kildare College,via Mercedes Rd,-34.8566,138.671,SA
Full wheelchair access,Klemzig,"2 Hay St, KLEMZIG, 5087",Klemzig Primary School,via Hay St,-34.8767,138.637,SA
Full wheelchair access,Northfield,"North Ave, NORTHFIELD, 5085",Northfield Primary School,,-34.848426,138.620298,SA
Assisted wheelchair access,Northgate,"111-125 Folland Ave, LIGHTSVIEW, 5085",Wiltja Secondary College,,-34.858342,138.626699,SA
Assisted wheelchair access,Windsor Gardens East,"20-28 McKay Ave, WINDSOR GARDENS, 5087",Avenues College,Gymnasium,-34.8621,138.658,SA
Assisted wheelchair access,Windsor Gardens West,"8 Windsor Gr, WINDSOR GARDENS, 5087",St Pius X School,,-34.8686,138.643,SA
Assisted wheelchair access,Glenunga,"99 L'Estrange St, GLENUNGA, 5064",Glenunga International High School,Gymnasium via Conyngham St,-34.949223,138.635693,SA
Full wheelchair access,Cambrai,"Main Rd, CAMBRAI, 5353",Cambrai Area School,,-34.652766,139.28166,SA
Assisted wheelchair access,Salisbury North,"38 Bagster Rd, SALISBURY NORTH, 5108",Salisbury North R-7 School,,-34.7529,138.63447,SA
Full wheelchair access,Salisbury Park,"66 Goddard Dr, SALISBURY PARK, 5109",Salisbury Park Primary School,via Wildwood Dr,-34.7603,138.67,SA
Assisted wheelchair access,Seacombe Heights,"78-124 Seacombe Rd, SEACOMBE HEIGHTS, 5047",Seaview High School,,-35.02983,138.545894,SA
Full wheelchair access,Seacliff,"7 Wheatland St, SEACLIFF, 5049",Seacliff Uniting Church,,-35.036803,138.523059,SA
Assisted wheelchair access,Unley Park,"1 Northgate St, UNLEY PARK, 5061",Unley Park Baptist Church,,-34.9576,138.607,SA
Assisted wheelchair access,Myrtle Bank,"1A Culross Ave, MYRTLE BANK, 5064",Fullarton Scout Hall,,-34.958022,138.62902,SA
Assisted wheelchair access,Parkside,"12 Robsart St, PARKSIDE, 5063",Parkside Primary School,Gymnasium,-34.9446,138.62,SA
Assisted wheelchair access,Unley,"181 Unley Rd, UNLEY, 5061",Unley Town Hall,via Oxford Tce,-34.9508,138.608,SA
Assisted wheelchair access,Unley South,"222 Wattle St, UNLEY, 5061",Unley Primary School,via Rugby St,-34.9544,138.609,SA
Assisted wheelchair access,Wayville,"23 Rose Tce, WAYVILLE, 5034",Latvian Evangelical Lutheran Church,,-34.943017,138.59545,SA
Full wheelchair access,Belair,"45-83 Main Rd, BELAIR, 5052",Belair Primary School,,-35.004499,138.62552,SA
Assisted wheelchair access,Clapham,"48 Barretts Rd, CLAPHAM, 5062",Clapham Primary School,,-34.993877,138.604224,SA
Assisted wheelchair access,Colonel Light Gardens South,"1 Windsor Ave, COLONEL LIGHT GARDENS, 5041",Colonel Light Gardens Primary School,,-34.98722,138.596256,SA
Assisted wheelchair access,Hawthorn,"42 Angas Rd, HAWTHORN, 5062",Hawthorn Church of Christ,,-34.9737,138.6,SA
Full wheelchair access,Kingswood,"Hillview Rd, KINGSWOOD, 5062",Mitcham Primary School,,-34.972233,138.615864,SA
Full wheelchair access,Mitcham,"103 Princes Rd, MITCHAM, 5062",Mitcham Village Uniting Church Hall,via carpark off Smith-Dorien St,-34.976836,138.619666,SA
Full wheelchair access,Netherby,"505 Fullarton Rd, NETHERBY, 5062",Urrbrae Agricultural High School,,-34.966249,138.626182,SA
Assisted wheelchair access,Pasadena,"241-277 Daws Rd, PASADENA, 5042",Pasadena High School,,-34.992534,138.591785,SA
Assisted wheelchair access,St Marys,"1263 South Rd, ST MARYS, 5042",St Bernadette's Parish Hall,via Walsh Ave,-35.0031,138.576,SA
Assisted wheelchair access,Westbourne Park,"2 Marlborough Rd, WESTBOURNE PARK, 5041",Westbourne Park Primary School,,-34.9694,138.592,SA
Assisted wheelchair access,Brooklyn Park North,"3 Allen Ave, BROOKLYN PARK, 5032",Brooklyn Park Church of Christ,,-34.925541,138.54852,SA
Full wheelchair access,Brooklyn Park West,"29 Elston St, BROOKLYN PARK, 5032",Lockleys Primary School,via May Tce,-34.9302,138.535,SA
Full wheelchair access,Cowandilla,"21 Jenkins St, COWANDILLA, 5033",Cowandilla Primary School,,-34.934191,138.559349,SA
Full wheelchair access,Seaton Park,"80 Balcombe Ave, SEATON, 5023",Seaton Park Primary School,,-34.895627,138.519992,SA
Assisted wheelchair access,Kurralta Park,"Cnr Daly St & Cross Tce, KURRALTA PARK, 5037",Hayhurst Guide Hall,via Cross Tce,-34.95114,138.56374,SA
Assisted wheelchair access,Lockleys North,"55 Malurus Ave, LOCKLEYS, 5032",Lockleys North Primary School,,-34.91979,138.53797,SA
Assisted wheelchair access,Mile End,"73-75 Rose St, MILE END, 5031",St George College,via Taylors Ln,-34.922585,138.570789,SA
Assisted wheelchair access,Netley,"18 Comet Ave, NETLEY, 5037",Netley Kindergarten,,-34.954278,138.546985,SA
Assisted wheelchair access,Richmond,"68 Brooker Tce, RICHMOND, 5033",Tenison Woods Catholic School,via Bickford St,-34.9399,138.562,SA
Assisted wheelchair access,Torrensville,"40 Ashley St, TORRENSVILLE, 5031",Thebarton Senior College,,-34.917891,138.562538,SA
Assisted wheelchair access,Brooklyn Park,"34 Lipsett Tce, BROOKLYN PARK, 5032",Adelaide College of Divinity,,-34.9307,138.548,SA
Full wheelchair access,Golden Grove Central,"1 Adey Pl, GOLDEN GROVE, 5125",Golden Grove High School,Dame Roma Mitchell Centre,-34.79381,138.69623,SA
Assisted wheelchair access,Golden Grove East,"140 Bicentennial Dr, GOLDEN GROVE, 5125",Golden Grove Primary School,Gymnasium via Botany Dr,-34.78673,138.70932,SA
Full wheelchair access,Greenwith,"Golden Way, GREENWITH, 5125",Greenwith Community Centre,,-34.76961,138.7201,SA
Full wheelchair access,Gulfview Heights,"39 Kiekebusch Rd, GULFVIEW HEIGHTS, 5096",Gulfview Heights Primary School,Gymnasium,-34.79236,138.66827,SA
Assisted wheelchair access,Salisbury East,"19 Lincoln Ave, SALISBURY EAST, 5109",Madison Park School,,-34.7847,138.663,SA
Full wheelchair access,Salisbury East North,"50 Fern Grove Blvd, SALISBURY EAST, 5109",Tyndale Christian School,via London Dr,-34.774,138.67,SA
No wheelchair access,Salisbury East South,"23-33 Melville Rd, SALISBURY EAST, 5109",Keller Road Primary School,,-34.791771,138.656996,SA
Assisted wheelchair access,Wynn Vale,"17-19 Sunnybrook Dr, WYNN VALE, 5127",Wynn Vale R-7 School,,-34.8006,138.688,SA
Full wheelchair access,Wynn Vale West,"5 Keithcot Farm Dr, WYNN VALE, 5127",Keithcot Farm Children's Centre,,-34.800121,138.676775,SA
Full wheelchair access,Smithfield Plains,"199 Peachey Rd, SMITHFIELD PLAINS, 5114",John Hartley School,,-34.680429,138.673034,SA
Full wheelchair access,South Plympton,"80 Thomas St, SOUTH PLYMPTON, 5038",Forbes Primary School,,-34.9781,138.558,SA
Full wheelchair access,Stirling West,"22 Ayers Hill Rd, STIRLING, 5152",St Catherine's School,,-35.003498,138.708182,SA
Assisted wheelchair access,Surrey Downs,"16-24 Vine St, SURREY DOWNS, 5126",Surrey Downs Primary School,via Pringle Ave,-34.7998,138.713,SA
Full wheelchair access,Tranmere South,"1 Birkinshaw Ave, TRANMERE, 5073",St Joseph's School,,-34.91318,138.66634,SA
Full wheelchair access,Two Wells,"17 Gawler Rd, TWO WELLS, 5501",Two Wells Primary School,,-34.592104,138.516792,SA
Full wheelchair access,West Hindmarsh,"56 Albemarle St, WEST HINDMARSH, 5007",St Joseph's School,,-34.9038,138.563,SA
Full wheelchair access,Woodville Gardens,"18 Ridley Gr, WOODVILLE GARDENS, 5012",Woodville Gardens School B-7,,-34.86398,138.55001,SA
No wheelchair access,Woodville West,"Gawler St, WOODVILLE WEST, 5011","Guide Hall Woodville West, Smith Reserve",via Albany St,-34.885751,138.521123,SA
Assisted wheelchair access,Highbury West,"10 Vernons Dr, HIGHBURY, 5089",Dernancourt Kindergarten,,-34.857335,138.69317,SA
Full wheelchair access,Paralowie South,"37 Countess St, PARALOWIE, 5108",Bethany Christian School,,-34.762006,138.605547,SA
Full wheelchair access,Oakden,"166 Fosters Rd, OAKDEN, 5086",Salvation Army Oakden,via Sir Ross Smith Blv,-34.8576,138.636487,SA
Assisted wheelchair access,Rosewater,"33 Newcastle St, ROSEWATER, 5013",Mount Carmel College,,-34.85602,138.52197,SA
Full wheelchair access,Fullarton,"103 Fisher St, FULLARTON, 5063",Highgate Park Building,via gates 1 or 2,-34.957769,138.620443,SA
Full wheelchair access,Yundi,"482 Yundi Rd, YUNDI, 5172",Yundi War Memorial Hall,,-35.317572,138.632956,SA
Full wheelchair access,Sturt,"245 Sturt Rd, STURT, 5047",Marion Council Chambers,,-35.018045,138.55153,SA
Assisted wheelchair access,Millswood,"181 Goodwood Rd, MILLSWOOD, 5034",Tabor College,via Mitchell St to Orphanage carpark,-34.9562,138.592,SA
Full wheelchair access,Newton,"57 Newton Rd, NEWTON, 5074",St Francis of Assisi School,,-34.882453,138.674578,SA
Full wheelchair access,Adelaide Pre-poll,"60 Light Square, ADELAIDE, 5000",,Ground Level,-34.92519,138.59471,SA
Assisted wheelchair access,Christies Beach Pre-poll,"114 Beach Rd , CHRISTIES BEACH, 5165",,,-35.139104,138.482792,SA
Assisted wheelchair access,Gawler Pre-poll,"151 Murray St , GAWLER, 5118",,,-34.597238,138.749387,SA
Assisted wheelchair access,Glenelg Pre-poll,"3-9 Gordon St, GLENELG, 5045",,Ground Level,-34.979677,138.517565,SA
Assisted wheelchair access,Glynde Pre-poll,"15 Glynburn Rd, GLYNDE, 5070",Zion Lutheran Church,,-34.89139,138.656467,SA
Assisted wheelchair access,Kadina Pre-poll,"27 Frances Terrace, KADINA, 5554",,,-33.965147,137.716349,SA
Full wheelchair access,Mawson Lakes Pre-poll,"First Ave, MAWSON LAKES, 5095","Innovation House, Technology Park","Enter at rear of Innovation House, from First Ave",-34.814659,138.62047,SA
Full wheelchair access,Modbury Pre-poll,"954 North East Rd, MODBURY, 5092",Modbury Triangle Shopping Centre,Western end of shopping centre,-34.832486,138.686076,SA
Full wheelchair access,Mt Barker Pre-poll,"20 Cameron Rd, MT BARKER, 5251",,,-35.063304,138.860253,SA
Full wheelchair access,Mt Gambier Pre-poll,"6 Allan Drive, MT GAMBIER, 5290",,,-37.819272,140.755833,SA
Assisted wheelchair access,Murray Bridge Pre-poll,"Swanport Rd, MURRAY BRIDGE, 5254",TAFE Campus,,-35.125601,139.277638,SA
Assisted wheelchair access,Naracoorte Pre-poll,"4 McRae St, NARACOORTE, 5271",,,-36.956016,140.741153,SA
Assisted wheelchair access,Port Adelaide Pre-poll,"8 Butler St, PORT ADELAIDE, 5015",,Ground Level,-34.845199,138.507209,SA
Assisted wheelchair access,Port Augusta Pre-poll,"75A Commercial Rd, PORT AUGUSTA, 5700",,,-32.493204,137.763048,SA
Full wheelchair access,Port Lincoln Pre-poll,"2 London St, PORT LINCOLN, 5607",TAFE Campus,,-34.723904,135.865901,SA
Full wheelchair access,Port Pirie Pre-poll,"Mary Elie St, PORT PIRIE, 5540",TAFE Campus,,-33.184041,138.005711,SA
Assisted wheelchair access,Renmark Pre-poll,"154 Fourteenth St, RENMARK, 5341","Shops 3 & 4, Chaffey Colonnades",,-34.170959,140.748165,SA
Full wheelchair access,Roxby Downs Pre-poll,"Cnr Burgoyne St & Tutop St, ROXBY DOWNS, 5725",Christian Community Church,,-30.563682,136.895732,SA
Assisted wheelchair access,St Marys Pre-poll,"1187 South Rd, ST MARYS, 5042",,Limited on-site parking,-34.997309,138.576361,SA
Assisted wheelchair access,Tanunda Pre-poll,"7 Maria St, TANUNDA, 5352",,,-34.526214,138.954371,SA
Full wheelchair access,Victor Harbor Pre-poll,"Coral St, VICTOR HARBOR, 5211",Victor Harbor Town Hall,Disabled Access at left side of building off Coral St,-35.554031,138.622275,SA
Assisted wheelchair access,Whyalla Pre-poll,"141 Nicolson Ave, WHYALLA NORRIE, 5608",TAFE Campus,,-33.029078,137.541416,SA
