division,polling_place_name,address,extra_info,lon,lat,state
"KURWONGBAH, MORAYFIELD",Morayfield East,"Morayfield East State School, 107 Graham Road, MORAYFIELD",Assisted Wheelchair Access,152.967153,-27.11745,QLD
"BARRON RIVER, CAIRNS",Freshwater,"Freshwater State School, 10 Corkill Street, FRESHWATER",Full Wheelchair Access,145.714248,-16.880307,QLD
SOUTHERN DOWNS,Amiens,"Amiens State School, 1337 Amiens Road, AMIENS",,151.812279,-28.594661,QLD
"GLASS HOUSE, PUMICESTONE",Elimbah,"Elimbah State School, 10-20 School Road, ELIMBAH",Assisted Wheelchair Access,152.942193,-27.012827,QLD
SOUTHERN DOWNS,Warwick West,"Warwick West State School, 17 George Street, WARWICK",Assisted Wheelchair Access,152.01448,-28.220759,QLD
"KURWONGBAH, MURRUMBA",Kallangur East,"Community Centre, 1480 Anzac Avenue, KALLANGUR",Full Wheelchair Access,152.998872,-27.248788,QLD
"HILL, HINCHINBROOK",Tully,"Multi Purpose Centre, Tully High School, 59337 Bruce Highway, TULLY",Full Wheelchair Access,145.930801,-17.940016,QLD
MACKAY,Andergrove,"Andergrove State School, Fernleigh Avenue, ANDERGROVE",Assisted Wheelchair Access,149.187539,-21.085967,QLD
"TOOWOOMBA NORTH, TOOWOOMBA SOUTH",Toowoomba East,"Toowoomba East State School, Cnr Arthur & Mary Streets, TOOWOOMBA",Full Wheelchair Access,151.965804,-27.56051,QLD
LOCKYER,Lowood,"Lowood State High School Hall, Prospect Street, LOWOOD",Full Wheelchair Access,152.582395,-27.467517,QLD
GYMPIE,Widgee,"Widgee State School, 2156 Gympie-Woolooga Road, WIDGEE",Full Wheelchair Access,152.443419,-26.203902,QLD
"CLAYFIELD, STAFFORD",Wilston,"Wilston State School, 11 Primrose Street, THE GRANGE",,153.01515,-27.428469,QLD
CALLIDE,Drillham,"Drillham State School, 13 Jardine Street, DRILLHAM",,149.981478,-26.644558,QLD
"ALGESTER, INALA",Grand Avenue,"Grand Avenue State School, Centennial Way, FOREST LAKE",Full Wheelchair Access,152.959315,-27.626313,QLD
GREGORY,Capella,"Capella State High School, 35-45 Gordon Street, CAPELLA",Assisted Wheelchair Access,148.029871,-23.087509,QLD
SOUTHERN DOWNS,Goondiwindi West,"Goondiwindi PCYC Indoor Sports Centre, 1 Russell Street, GOONDIWINDI",,150.294546,-28.535634,QLD
TOWNSVILLE,Belgian Gardens,"Belgian Gardens State School, 43 Potts Street, BELGIAN GARDENS",Full Wheelchair Access,146.793279,-19.25093,QLD
SOUTHERN DOWNS,Yangan,"School of Arts, 7-9 King Street, YANGAN",,152.209278,-28.196371,QLD
GLASS HOUSE,Beerburrum,"School of Arts Hall, 7 Anzac Avenue, BEERBURRUM",Full Wheelchair Access,152.957072,-26.959229,QLD
"KURWONGBAH, PINE RIVERS",Bray Park High,"Bray Park State High School, Lavarack Road, BRAY PARK",,152.961843,-27.300608,QLD
SOUTHERN DOWNS,Stanthorpe,"St Paul's Parish Hall, 2 Corundum Street, STANTHORPE",Full Wheelchair Access,151.937724,-28.652691,QLD
MACALISTER,Eagleby,"Eagleby State School, Cnr Herses & Fryar Roads, EAGLEBY",Assisted Wheelchair Access,153.213706,-27.694087,QLD
"COOK, HILL",Dimbulah,"Dimbulah State School, 48-50 Kennedy Street, Dimbulah",Full Wheelchair Access,145.113376,-17.148966,QLD
"BUNDABERG, BURNETT",North Bundaberg,"Progress Hall, Cnr Queen & Gavegan Streets, BUNDABERG NORTH",Full Wheelchair Access,152.345691,-24.856355,QLD
"OODGEROO, REDLANDS",Victoria Point,"Victoria Point State School, Colburn Avenue, VICTORIA POINT",Assisted Wheelchair Access,153.295165,-27.583702,QLD
ROCKHAMPTON,Park Avenue,"Park Avenue State School, Main Street, PARK AVENUE",Full Wheelchair Access,150.507315,-23.359513,QLD
"CHATSWORTH, LYTTON",Tingalpa,"Tingalpa State School, Tenbar Street, TINGALPA",Full Wheelchair Access,153.126676,-27.473528,QLD
IPSWICH WEST,Brassall West,"Congregational Hall, 3 Jellicoe Street, BRASSALL",Full Wheelchair Access,152.740002,-27.594784,QLD
COOK,Cooktown,"PCYC Cooktown Events Centre, 3 May Street, COOKTOWN",Full Wheelchair Access,145.250661,-15.481231,QLD
COOPER,Ithaca Creek,"Ithaca Creek State School, Dacca Street, BARDON",,152.992285,-27.451202,QLD
"GLASS HOUSE, MORAYFIELD, PUMICESTONE",Morayfield,"Morayfield State High School, Performing Arts Centre, Visentin Road, MORAYFIELD",Assisted Wheelchair Access,152.954631,-27.108417,QLD
SOUTHERN DOWNS,Karara,"Karara State School - Recreation Reserve, Karara School Road, KARARA",Full Wheelchair Access,151.565414,-28.203576,QLD
MULGRAVE,Bayview Heights,"St Mary's Catholic College, 58-63 Anderson Road, WOREE",Full Wheelchair Access,145.740294,-16.967672,QLD
GYMPIE,James Nash,"James Nash State High School, 109 Myall Street, GYMPIE",Full Wheelchair Access,152.656694,-26.17516,QLD
"BURLEIGH, MERMAID BEACH",Caningeraba,"Caningeraba State School, Whistler Drive, BURLEIGH WATERS",Full Wheelchair Access,153.430778,-28.085488,QLD
"ASPLEY, SANDGATE",Fitzgibbon,"Community Centre, 545 Roghan Road, FITZGIBBON",Assisted Wheelchair Access,153.027706,-27.338949,QLD
"BUDERIM, KAWANA, MAROOCHYDORE",Buddina,"Buddina State School - School Hall, Tumut Street, Buddina",Full Wheelchair Access,153.133506,-26.70202,QLD
GYMPIE,Monkland,"Monkland State School, 220 Brisbane Road, MONKLAND",Full Wheelchair Access,152.68602,-26.213171,QLD
SOUTHERN DOWNS,Yelarbon,"Yelarbon State School, 17 Eena Street, YELARBON",,150.753804,-28.57408,QLD
"EVERTON, FERNY GROVE",Enoggera,"Enoggera State School, 235 South Pine Road, ENOGGERA",Assisted Wheelchair Access,152.993815,-27.417346,QLD
"BURLEIGH, MERMAID BEACH, MUDGEERABA",Varsity,"Varsity State College, Christine Avenue, VARSITY LAKES",Full Wheelchair Access,153.409546,-28.088523,QLD
"BANCROFT, KURWONGBAH, MORAYFIELD",Burpengary,"Burpengary State School, 35 Station Road, BURPENGARY",,152.95909,-27.158061,QLD
STAFFORD,Stafford West,"Queen Of Apostle School Hall, 70 Appleby Road, STAFFORD",,153.008357,-27.405352,QLD
GAVEN,Earle Haven,"Earle Haven Retirement Village - The Auditorium, 62 Lawrence Drive, NERANG",Full Wheelchair Access,153.346229,-27.995423,QLD
"MANSFIELD, SPRINGWOOD, TOOHEY",Rochedale,"Rochedale State High School - G Block (Multi-Purpose Shelter ), 249 Priestdale Road, ROCHEDALE",Assisted Wheelchair Access,153.111359,-27.586063,QLD
"KURWONGBAH, MORAYFIELD",Burpengary Meadows,"Burpengary Meadows State School, 153-187 Rowley Road, BURPENGARY",Full Wheelchair Access,152.939727,-27.159982,QLD
"CLAYFIELD, NUDGEE",Kalinga,"St Anne's Catholic Church, 127 Nelson Street, Wooloowin",,153.044282,-27.408876,QLD
NICKLIN,Kenilworth,"Kenilworth State Community College, 3717 Maleny-Kenilworth Road, KENILWORTH",Assisted Wheelchair Access,152.725475,-26.598999,QLD
MIRANI,Eton,"Eton State School, Prospect Street, ETON",Assisted Wheelchair Access,148.97624,-21.264555,QLD
REDLANDS,Russell Island,"Bay Islands Sport & Resilience Hub, 2 Union Street, RUSSELL ISLAND",,153.376404,-27.649436,QLD
"CONDAMINE, TOOWOOMBA SOUTH",Drayton,"Drayton State School, Darling Street, DRAYTON",Assisted Wheelchair Access,151.911497,-27.60231,QLD
GREGORY,Isisford,"Community Hall, St Mary Street, ISISFORD",Assisted Wheelchair Access,144.438682,-24.260329,QLD
"IPSWICH, IPSWICH WEST, SCENIC RIM",Churchill,"Churchill State School Hall, Brisbane Street (off Warwick Road), CHURCHILL",Full Wheelchair Access,152.751381,-27.642875,QLD
SANDGATE,Brighton South,"Nashville State School Hall, Douglas Street, NASHVILLE",Full Wheelchair Access,153.050854,-27.307242,QLD
BANCROFT,Deception Bay,"Deception Bay State School, King Street, DECEPTION BAY",Assisted Wheelchair Access,153.028366,-27.190828,QLD
FERNY GROVE,Ferny Hills,"Ferny Hills State School, Illuta Avenue, FERNY HILLS",Assisted Wheelchair Access,152.944254,-27.401392,QLD
NANANGO,Esk,"Esk State School, 49 East Street, ESK",Assisted Wheelchair Access,152.426167,-27.247629,QLD
SOUTH BRISBANE,West End,"West End State School, 24 Vulture Street, WEST END",Assisted Wheelchair Access,153.008111,-27.479596,QLD
CALLIDE,Ubobo,"Ubobo State School, 16 Cedarvale Road, UBOBO",Full Wheelchair Access,151.299465,-24.354491,QLD
KEPPEL,Cawarral,"Cawarral State School, Annie Drive, CAWARRAL",Full Wheelchair Access,150.675511,-23.253274,QLD
SPRINGWOOD,Rochedale South,"Rochedale South State School, Wendron Street, ROCHEDALE SOUTH",Assisted Wheelchair Access,153.129898,-27.591123,QLD
"LOGAN, WATERFORD",Logan Reserve,"Logan Reserve State School, 369 School Road, LOGAN RESERVE",Assisted Wheelchair Access,153.114776,-27.714567,QLD
MAROOCHYDORE,Coolum Beach,"Coolum State School, School Road, COOLUM BEACH",Assisted Wheelchair Access,153.078185,-26.534864,QLD
SOUTHERN DOWNS,Broadwater,"Broadwater State School, 638 Texas Road, BROADWATER",Assisted Wheelchair Access,151.878401,-28.655684,QLD
"CALOUNDRA, KAWANA",Shelly Beach,"Our Lady of The Rosary Primary School, Alfred Street, SHELLY BEACH",Full Wheelchair Access,153.142944,-26.7976,QLD
CONDAMINE,Bowenville,"Bowenville State School, 2 Irvingdale Road, BOWENVILLE",Full Wheelchair Access,151.49428,-27.3043,QLD
"EVERTON, PINE RIVERS",Eatons Hill,"Eatons Hill State School, Apex Grove, EATONS HILL",Full Wheelchair Access,152.959605,-27.336543,QLD
"GREENSLOPES, MANSFIELD",Cavendish Road,"Cavendish Road State High School, Cavendish Road, HOLLAND PARK",Full Wheelchair Access,153.072036,-27.51664,QLD
COOK,Mareeba Hospital,"Hospital, 21 Lloyd Street, MAREEBA",Full Wheelchair Access,145.425576,-16.987285,QLD
TOWNSVILLE,Cutheringa,"St Peters Anglican Church, Cnr Ralston & Leigh Streets, WEST END",Assisted Wheelchair Access,146.792403,-19.262626,QLD
"KEPPEL, ROCKHAMPTON",Emmaus,"Emmaus College Hall, 362 Yaamba Road, NORMAN GARDENS",Full Wheelchair Access,150.523737,-23.347511,QLD
CALOUNDRA,Pelican Waters,"Caloundra City Private School, 200 Pelican Waters Boulevard, PELICAN WATERS",Full Wheelchair Access,153.104128,-26.824372,QLD
All Districts,Bundaberg All-Districts Centre,"Shop 12 and 3, 9 Maryborough Street, Bundaberg Central",Full Wheelchair Access,152.346622,-24.868428,QLD
STAFFORD,Gympie Road,"Uniting Church Gympie Hall, cnr Rode Rd & Gympie Road, KEDRON",Full Wheelchair Access,153.030662,-27.39275,QLD
MILLER,Clifton Hill,"St Aidan's Hall, 15 Eric Crescent, ANNERLEY",Assisted Wheelchair Access,153.029391,-27.523458,QLD
CLAYFIELD,Hendra East,"Hendra East State School, 309 Nudgee Road, HENDRA",Full Wheelchair Access,153.074036,-27.421487,QLD
BROADWATER,Coombabah,"Coombabah State School Activities Centre, 164-172 Oxley Drive, COOMBABAH",Full Wheelchair Access,153.387692,-27.894296,QLD
NUDGEE,Nundah West,"Anglican Church Hall, Cnr Imbros & Olive Streets, NUNDAH",Assisted Wheelchair Access,153.050666,-27.399785,QLD
WARREGO,Dalby,"Dalby State School, Kavney Hall, Jimbour Street, DALBY",Assisted Wheelchair Access,151.264014,-27.185631,QLD
MILLER,Fairfield,"Christian Family Church Hall, Cnr Cross & Sunbeam Streets, FAIRFIELD",Assisted Wheelchair Access,153.02345,-27.512126,QLD
CONDAMINE,Geham,"Geham State School, 9625 New England Highway, GEHAM",,151.996445,-27.406914,QLD
GREGORY,Rolleston,"Rolleston State School, 16 Warrijo Street, ROLLESTON",,148.624485,-24.4626,QLD
BANCROFT,Bayview Terrace,"Deception Bay Community Hall, cnr Bayview Tce & Ewart Street, DECEPTION BAY",Assisted Wheelchair Access,153.025373,-27.184391,QLD
GYMPIE,Curra,"Curra Country Club, 10 David Drive, CURRA",Assisted Wheelchair Access,152.580335,-26.083521,QLD
"CHATSWORTH, LYTTON",Wondall Heights,"Wondall Heights State School, 260 Wondall Road, MANLY WEST",Assisted Wheelchair Access,153.158593,-27.464603,QLD
"ASPLEY, EVERTON",Albany Hills,"Albany Hills State School, Keong Road, ALBANY CREEK",Full Wheelchair Access,152.973842,-27.359801,QLD
"EVERTON, FERNY GROVE",Bunya,"Bunya Sports Club, James Drysdale Reserve, BUNYA",Assisted Wheelchair Access,152.947288,-27.378765,QLD
ROCKHAMPTON,Dawson Road,"St Peter's School, 170 Upper Dawson Road, The Range",,150.500937,-23.398605,QLD
CONDAMINE,Cambooya,"Cambooya State School, Harrow Street, CAMBOOYA",Full Wheelchair Access,151.86698,-27.709065,QLD
WHITSUNDAY,Habana,"Habana Community Shed, 1091 Mackay-Habana Road (Cnr Moohin's Road), HABANA",Assisted Wheelchair Access,149.0781,-21.042169,QLD
"EVERTON, STAFFORD",Everton Park East,"Everton Park State High School, 624 Stafford Road, EVERTON PARK",Assisted Wheelchair Access,152.997622,-27.407909,QLD
GREGORY,Windorah,"Windorah State School, 8 Victoria Street, WINDORAH",,142.654231,-25.420224,QLD
THEODORE,Helensvale,"Helensvale State School, Lindfield Road, HELENSVALE",Assisted Wheelchair Access,153.329086,-27.915423,QLD
SOUTHERN DOWNS,Cecil Plains,"Cecil Plains State School, 41-47 Taylor Street, CECIL PLAINS",Full Wheelchair Access,151.192989,-27.531835,QLD
IPSWICH WEST,Walloon,"Walloon State School, 528 Karrabin-Rosewood Road, WALLOON",Full Wheelchair Access,152.662754,-27.606127,QLD
MIRANI,Bajool,"Bajool State School, Toonda Street, BAJOOL",,150.647047,-23.652537,QLD
"KEPPEL, ROCKHAMPTON",Norman Road,"Baptist Tabernacle, 650 Norman Road, NORTH ROCKHAMPTON",Full Wheelchair Access,150.532762,-23.329986,QLD
"BUDERIM, KAWANA",Minyama,"Early Learning Centre, 2 Jarrah Street, MINYAMA",Full Wheelchair Access,153.123497,-26.698637,QLD
WARREGO,Dulacca,"Dulacca State School, North Road, DULACCA",,149.756398,-26.642328,QLD
"GLASS HOUSE, MORAYFIELD, PUMICESTONE",Caboolture West,"Tullawong State High School, Del Rosso Road, CABOOLTURE",Assisted Wheelchair Access,152.929325,-27.070249,QLD
KEPPEL,Taranganba,"Taranganba State School Hall, Taranganba Road, COOEE BAY",Full Wheelchair Access,150.754259,-23.155098,QLD
HILL,Herberton,"Shire Hall, Cnr Grace and William Streets, Herberton",Assisted Wheelchair Access,145.385602,-17.383175,QLD
CONDAMINE,Brookstead,"Brookstead State School, 30 Ware Road, BROOKSTEAD",Full Wheelchair Access,151.444817,-27.759868,QLD
IPSWICH,Raceview West,"Whitehill Church of Christ, 219 Whitehill Road, RACEVIEW",Full Wheelchair Access,152.76881,-27.640421,QLD
MUNDINGBURRA,Cranbrook,"Cranbrook State School, 20 Alice Street, CRANBROOK",Assisted Wheelchair Access,146.753884,-19.308421,QLD
SOUTHERN DOWNS,Texas,"Texas P-10 State School, 1 Flemming Street, TEXAS",Assisted Wheelchair Access,151.174289,-28.850585,QLD
NANANGO,Wooroolin,"Wooroolin State School, 34 Frederick Street, WOOROOLIN",Full Wheelchair Access,151.811931,-26.408855,QLD
CONDAMINE,Southbrook,"Southbrook Central State School, 1 School Road, SOUTHBROOK",Full Wheelchair Access,151.703618,-27.678037,QLD
MARYBOROUGH,Brooweena,"Brooweena State School, Lahey Street, BROOWEENA",Assisted Wheelchair Access,152.261549,-25.598883,QLD
GREGORY,Springsure,"Springsure State School, 55 Eclipse Street, SPRINGSURE",Full Wheelchair Access,148.088182,-24.11547,QLD
"WATERFORD, WOODRIDGE",Kingston,"Kingston State School, Juers Street, KINGSTON",Assisted Wheelchair Access,153.111659,-27.659669,QLD
LYTTON,Wynnum South,"Wynnum Presbyterian Church Hall, 238 Bay Terrace, WYNNUM",Assisted Wheelchair Access,153.177505,-27.447307,QLD
MOGGILL,Chapel Hill,"Chapel Hill State School (Arts Building), 20 Ironbark Road, CHAPEL HILL",,152.944847,-27.499326,QLD
IPSWICH WEST,Pine Mountain Road,"St Joseph's School Hall, 42 Pine Mountain Road, NORTH IPSWICH",Assisted Wheelchair Access,152.757049,-27.591227,QLD
HILL,Walkamin,"Walkamin State School, 40 Wattle Street, WALKAMIN",Full Wheelchair Access,145.426476,-17.12698,QLD
NUDGEE,Wavell Heights East,"Presbyterian Church Hall, 68 Spence Road, WAVELL HEIGHTS",Assisted Wheelchair Access,153.046392,-27.392364,QLD
MARYBOROUGH,Bell Hilltop,"Aldridge State High School, Boys Avenue, MARYBOROUGH",Assisted Wheelchair Access,152.68846,-25.515566,QLD
HINCHINBROOK,Halifax,"Halifax State School, 17 Victoria Terrace, HALIFAX",,146.285008,-18.583888,QLD
COOK,Wujal Wujal,"My Pathways Training Room, 1 Hartwig Street, WUJAL WUJAL",,145.31938,-15.945725,QLD
BURDEKIN,Woodstock,"Woodstock State School, Woodstock Avenue, WOODSTOCK",Full Wheelchair Access,146.834936,-19.597717,QLD
COOK,Alexandra Bay,"Alexandra Bay State School, 1630 Cape Tribulation Road, DIWAN",Full Wheelchair Access,145.422512,-16.214165,QLD
HILL,Mourilyan,"Mourilyan State School, 34 Mourilyan Harbour Road, MOURILYAN",Full Wheelchair Access,146.04435,-17.584932,QLD
COOMERA,Ormeau Woods,"Ormeau Woods State High School, 148 Goldmine Road, ORMEAU",,153.264722,-27.771389,QLD
"MACKAY, WHITSUNDAY",Fitzgerald,"Fitzgerald State School, 54 Norris Road, NORTH MACKAY",Assisted Wheelchair Access,149.16861,-21.115018,QLD
MAIWAR,Toowong West,"Qld Academy SMT, 78 Bywong Street, TOOWONG",Assisted Wheelchair Access,152.979351,-27.486954,QLD
CALLIDE,Chinchilla North,"Masonic Temple, cnr Boyd & Wambo Streets, CHINCHILLA",,150.633764,-26.740194,QLD
"OODGEROO, REDLANDS",Bay View Thornlands,"Bay View State School, 77 Ziegenfusz Road, THORNLANDS",Assisted Wheelchair Access,153.261797,-27.562332,QLD
CALLIDE,Gin Gin,"Gin Gin State School, 13 May Street, GIN GIN",Full Wheelchair Access,151.955085,-24.992537,QLD
"CAIRNS, MULGRAVE",Mooroobool,"Balaclava State School, 418 Mulgrave Road, MOOROOBOOL",Full Wheelchair Access,145.744613,-16.938074,QLD
COOPER,Payne Road,"Payne Road State School, 171 Payne Road, THE GAP",Assisted Wheelchair Access,152.951097,-27.448269,QLD
NICKLIN,Yandina,"School of Arts Hall, 11 Farrell Street, YANDINA",Assisted Wheelchair Access,152.955956,-26.561298,QLD
"MANSFIELD, TOOHEY",Wishart,"Wishart State School, Cnr Colwyn & Morella Streets, WISHART",Assisted Wheelchair Access,153.094735,-27.549805,QLD
"MILLER, SOUTH BRISBANE",Annerley Junction,"Church of Christ Hall, 459 Annerley Road, ANNERLEY",Full Wheelchair Access,153.032357,-27.509275,QLD
GAVEN,Nerang PYC,"Police Youth Club, Cayuga Road, NERANG",Full Wheelchair Access,153.339239,-28.004253,QLD
LOCKYER,Hatton Vale,"Hatton Vale State School, 27-35 Hannant Road, HATTON VALE",Assisted Wheelchair Access,152.470665,-27.543441,QLD
"HERVEY BAY, MARYBOROUGH",Pialba North,"Hervey Bay State High School, 58 Beach Road, PIALBA",Full Wheelchair Access,152.832763,-25.282304,QLD
SOUTHERN DOWNS,Warwick East,"Warwick East State School, Fitzroy Street, WARWICK",Assisted Wheelchair Access,152.038872,-28.214411,QLD
CAPALABA,Vienna Woods,"Vienna Woods State School, 12 Heffernan Road, ALEXANDRA HILLS",Assisted Wheelchair Access,153.229697,-27.527409,QLD
BARRON RIVER,Smithfield,"Smithfield State High School, O'Brien Road, SMITHFIELD",Assisted Wheelchair Access,145.695376,-16.812152,QLD
All Districts,Vulture Street All-Districts Centre,"St Pauls Anglican Church Hall, 554 Vulture Street, EAST BRISBANE",Assisted Wheelchair Access,153.044543,-27.485526,QLD
"CALLIDE, GLADSTONE",Benaraby,"Benaraby State School, 17 O'Connor Road, BENARABY",Full Wheelchair Access,151.323919,-24.003949,QLD
"MACKAY, WHITSUNDAY",Beaconsfield,"Beaconsfield State School, 1 Nadina Street, BEACONSFIELD",Assisted Wheelchair Access,149.170518,-21.093358,QLD
BARRON RIVER,Holloways Beach,"Community Hall, 65 Oleander Street, HOLLOWAYS BEACH",Full Wheelchair Access,145.738825,-16.842919,QLD
MACKAY,Victoria Park,"Victoria Park State School, Cnr Goldsmith & Shakespeare Streets, EAST MACKAY",Assisted Wheelchair Access,149.194314,-21.1481,QLD
"MUNDINGBURRA, TOWNSVILLE",Pimlico,"Pimlico State High School, Fulham Road, PIMLICO",Assisted Wheelchair Access,146.783319,-19.2875,QLD
"COOPER, FERNY GROVE, STAFFORD",Newmarket,"Newmarket State School, Banks Street, NEWMARKET",,153.004046,-27.431916,QLD
MACALISTER,Eagleby South,"Eagleby South State School, Cnr River Hills & Fryar Roads, EAGLEBY",Assisted Wheelchair Access,153.214103,-27.703457,QLD
CALLIDE,Chinchilla,"Catholic Church Hall, 74 Middle Street, CHINCHILLA",Assisted Wheelchair Access,150.627,-26.7438,QLD
CURRUMBIN,Currumbin Waters,"Elanora Community Centre, 26 Galleon Way, CURRUMBIN WATERS",Full Wheelchair Access,153.460448,-28.142782,QLD
CALLIDE,Jimbour,"Jimbour State School, 2434 Dalby-Jandowae Road, JIMBOUR",,151.216373,-26.962962,QLD
BANCROFT,North Lakes North,"Bounty Boulevard State School, Bounty Boulevard, NORTH LAKES",Assisted Wheelchair Access,153.007504,-27.215628,QLD
"GAVEN, THEODORE",Gaven,"Gaven State School, Universal Street, OXENFORD",Assisted Wheelchair Access,153.305449,-27.919402,QLD
"GLASS HOUSE, MORAYFIELD",Morayfield West,"Minimbah State School, Minimbah Drive, MORAYFIELD",Assisted Wheelchair Access,152.924666,-27.110058,QLD
GYMPIE,Tin Can Bay,"Tin Can Bay State School, 2 Snapper Creek Road, TIN CAN BAY",Full Wheelchair Access,152.995219,-25.92476,QLD
MACKAY,Mater Hospital,"Hospital, Willetts Road, NORTH MACKAY",,149.166232,-21.131067,QLD
"ASPLEY, STAFFORD",Chermside West,"Craigslea State High School Auditorium, 685 Hamilton Road, CHERMSIDE WEST",Full Wheelchair Access,153.015159,-27.382735,QLD
MARYBOROUGH,Toogoom,"Community Hall, 108 Toogoom Road, TOOGOOM",Assisted Wheelchair Access,152.667255,-25.260066,QLD
"COOPER, MAIWAR",Milton,"Lavalla Centre, 58 Fernberg Road, PADDINGTON",,152.999313,-27.463858,QLD
MIRANI,Marlborough,"Marlborough State School, Magog Street, MARLBOROUGH",,149.895347,-22.811438,QLD
TRAEGER,Charters Towers Central,"Charters Towers Central State School, High Street, CHARTERS TOWERS",Full Wheelchair Access,146.263856,-20.079751,QLD
CAPALABA,Thorneside,"Uniting Church Hall, 12 John Street, THORNESIDE",,153.201468,-27.480346,QLD
"BROADWATER, COOMERA, THEODORE",Helensvale North,"Helensvale State High School, Helensvale Road, HELENSVALE",Assisted Wheelchair Access,153.326793,-27.896902,QLD
"BUNDABERG, BURNETT",Kepnock,"Kepnock State High School, Kepnock Road, BUNDABERG",Assisted Wheelchair Access,152.377492,-24.875531,QLD
SANDGATE,Bracken Ridge Central,"Uniting Church, 7 Pellinore Road, BRACKEN RIDGE",Full Wheelchair Access,153.038274,-27.316655,QLD
SCENIC RIM,Kooralbyn,"Kooralbyn Community Centre, 79 Ogilvie Place, Kooralbyn",Assisted Wheelchair Access,152.842049,-28.089421,QLD
SOUTHPORT,Bellevue Park,"Bellevue Park State School, 20-24 Sapium Road, ASHMORE",Assisted Wheelchair Access,153.39637,-27.995233,QLD
WARREGO,Charleville High,"Charleville State High School, Partridge Street (cnr Hunter Street), CHARLEVILLE",Full Wheelchair Access,146.258969,-26.397316,QLD
MUDGEERABA,Mudgeeraba School,"Mudgeeraba State School, Old Coach Road, MUDGEERABA",Assisted Wheelchair Access,153.353849,-28.074148,QLD
BURDEKIN,Gumlu,"Gumlu State School, De Salis Street, GUMLU",,147.685722,-19.87905,QLD
SOUTHERN DOWNS,Leyburn,"Leyburn State School, 34 Peter Street, LEYBURN",,151.578755,-28.01311,QLD
"BONNEY, BROADWATER",Coombabah High,"Coombabah State High School, Pine Ridge Road, COOMBABAH",Full Wheelchair Access,153.378244,-27.923666,QLD
"REDLANDS, SPRINGWOOD",Victoria Point South,"Victoria Point State High School, 93-137 Benfer Road, VICTORIA POINT",,153.293878,-27.591168,QLD
BARRON RIVER,Kewarra Beach,"Kewarra Beach Community Hall, 41 Poolwood Road, KEWARRA BEACH",Assisted Wheelchair Access,145.68186,-16.790279,QLD
"EVERTON, FERNY GROVE",Grovely,"Grovely State School, 200 Dawson Parade, GROVELY",Assisted Wheelchair Access,152.961124,-27.401603,QLD
PINE RIVERS,Cashmere,"Tadpoles Early Learning Centre, 2 Sarow Drive, Cashmere",Full Wheelchair Access,152.93871,-27.299916,QLD
NANANGO,Cooyar,"Cooyar State School, 16 Gracey Street, COOYAR",,151.832112,-26.985311,QLD
BURDEKIN,Home Hill,"St Colman's School, 94 - 100 Eleventh Avenue, HOME HILL",Full Wheelchair Access,147.41554,-19.65919,QLD
GLADSTONE,Clinton,"Clinton State School, 224 Harvey Road, CLINTON",Assisted Wheelchair Access,151.22187,-23.879669,QLD
MIRANI,Walkerston,"Walkerston State School, Dutton Street, WALKERSTON",Full Wheelchair Access,149.064679,-21.15966,QLD
"EVERTON, PINE RIVERS",South Pine,"Community Church, 10 South Pine Road, WARNER",Full Wheelchair Access,152.960287,-27.335209,QLD
TRAEGER,Croydon,"Old Police Station, Heritage Precinct, Cnr Samwell and Aldridge Streets, CROYDON",Assisted Wheelchair Access,142.244411,-18.20371,QLD
BROADWATER,Hope Island,"Banksia Park Hall, 27 Crescent Avenue, HOPE ISLAND",Full Wheelchair Access,153.375455,-27.873869,QLD
HILL,Yungaburra,"Yungaburra State School, 4 Maple Street, YUNGABURRA",Full Wheelchair Access,145.586132,-17.273006,QLD
CALLIDE,Banana,"Banana State School, 36 Bramston Street, BANANA",Assisted Wheelchair Access,150.130472,-24.467995,QLD
MIRANI,Planlands,"CQU Building 19/G.08 and B19 Foyer, Off Boundary Road, OORALEA",Full Wheelchair Access,149.142989,-21.173798,QLD
COOK,Port Douglas,"Community Hall, 13 - 29 Mowbray Street, PORT DOUGLAS",Full Wheelchair Access,145.463776,-16.48544,QLD
FERNY GROVE,Ferny Grove,"Ferny Grove State School Hall, Finvoy Street, FERNY GROVE",Assisted Wheelchair Access,152.92981,-27.403813,QLD
MIRANI,Bouldercombe,"Bouldercombe State School, 52599 Burnett Highway, BOULDERCOMBE",Full Wheelchair Access,150.471464,-23.564135,QLD
LYTTON,Wynnum West,"Wynnum West State School, 2036 Wynnum Road, WYNNUM WEST",,153.15417,-27.45457,QLD
"CAPALABA, OODGEROO",Birkdale South,"Birkdale South State School, 451 Old Cleveland Road East, BIRKDALE",Assisted Wheelchair Access,153.213055,-27.505866,QLD
MUNDINGBURRA,Riverside,"Goodstart Early Learning, 250 Riverside Boulevard, DOUGLAS",Assisted Wheelchair Access,146.73847,-19.318542,QLD
HINCHINBROOK,Ingham,"Ingham State School, 28 McIllwraith Street, INGHAM",Assisted Wheelchair Access,146.161884,-18.65206,QLD
NANANGO,Goomeri,"Goomeri State School, Mactaggart Street, Goomeri",Full Wheelchair Access,152.064772,-26.17928,QLD
COOMERA,Alberton,"St Peter's Lutheran Hall, Alberton Road, ALBERTON",Assisted Wheelchair Access,153.256692,-27.703205,QLD
