stall_description,lon,has_run_out,has_nothing,has_caek,has_bbq,latest_report,first_report,stall_website,lat,stall_name,extra_info,source,has_other,wheelchairaccess,entrancesdesc,polling_place_type,booth_info,opening_hours,premises,address,polling_place_name,division,state,ess_stall_id,ess_stall_url
"Sausages, bread, drinks, cake stall",151.2396809,FALSE,FALSE,TRUE,TRUE,2016-07-02 05:36:41.827053+00,2016-07-02 03:49:41.979922+00,,-33.9362604,Maroubra Junction Public sausage sizzle,,,{},Assisted,Gated entrance on Loch Maree St,Public School,,,Maroubra Junction Public School,"Maroubra Junction Public School, 112 Storey St, MAROUBRA, NSW 2035",Maroubra Junction,Kingsford Smith,NSW,4157,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4157/Maroubra-Junction/no
,150.651,FALSE,TRUE,FALSE,FALSE,2016-07-02 07:07:27.580939+00,2016-07-02 07:07:27.580939+00,,-33.7647,,,Instagram,{},Assisted,Main entrance off Buring Ave. Another en trance via Linksview Ave,Public School,,,Leonay Public School,"Leonay Public School, Buring Ave, LEONAY, NSW 2750",Leonay,Lindsay,NSW,,
,150.726,FALSE,FALSE,FALSE,FALSE,,,,-33.748,,,,,Assisted,1. Oxford Street side gate 2. Oxford street driveway gate,Public School,,,Cambridge Park Public School,"Cambridge Park Public School, Oxford St, CAMBRIDGE PARK, NSW 2747",Cambridge Park,Lindsay,NSW,,
,150.746131,FALSE,FALSE,FALSE,FALSE,,,,-33.7737517,,,,,Assisted,1. Sunflower Drive Gate,Public School,,,Claremont Meadows Public School,"Claremont Meadows Public School, Sunflower Dr, CLAREMONT MEADOWS, NSW 2747",Claremont Meadows,Lindsay,NSW,,
,150.6582736,FALSE,FALSE,FALSE,FALSE,,,,-33.7559934,,,,,Assisted,Entrance through main gates on Emerald St,Public School,,,Emu Plains Public School,"Emu Plains Public School, Emerald St, EMU PLAINS, NSW 2750",Emu Plains,Lindsay,NSW,,
,150.6888356,FALSE,FALSE,FALSE,FALSE,,,,-33.7892164,,,,,Assisted,,Public School,,,Surveyors Creek Public School,"Surveyors Creek Public School, St Andrews Dr, GLENMORE PARK, NSW 2745",Glenmore Park East,Lindsay,NSW,,
,150.683,FALSE,FALSE,FALSE,FALSE,,,,-33.7724,,,,,Assisted,Main gates off Thurwood Ave,Public School,,,Jamisontown Public School,"Jamisontown Public School, Thurwood Ave, JAMISONTOWN, NSW 2750",Jamisontown,Lindsay,NSW,,
,150.726,FALSE,FALSE,FALSE,FALSE,,,,-33.7642,,,,,Assisted,front gate in Second Ave,Public School,,,Kingswood Public School,"Kingswood Public School, Second Ave, KINGSWOOD, NSW 2747",Kingswood,Lindsay,NSW,,
,150.712,FALSE,FALSE,FALSE,FALSE,,,,-33.7697,,,,,Assisted,Main Smith St entrance,Public School,,,Kingswood South Public School,"Kingswood South Public School, Smith St, KINGSWOOD, NSW 2747",Kingswood South,Lindsay,NSW,,
,150.7705767,FALSE,FALSE,FALSE,FALSE,,,,-33.7684193,,,,,Assisted,1. Gabriels Lane 2. Charle Hacket Drive,Public School,,,St Marys Public School,"St Marys Public School, Princess Mary St, ST MARYS, NSW 2760",St Marys,Lindsay,NSW,,
,150.776,FALSE,FALSE,FALSE,FALSE,,,,-33.7795,,,,,Assisted,1. Monfarville Street Driveway Gate,Public School,,,St Marys South Public School,"St Marys South Public School, Monfarville St, ST MARYS, NSW 2760",St Marys South,Lindsay,NSW,,
,150.746012,FALSE,FALSE,FALSE,FALSE,,,,-33.7544758,,,,,Assisted,1 entrance in Heavey St,Public School,,,Werrington Public School,"Werrington Public School, Heavey St, WERRINGTON, NSW 2747",Werrington,Lindsay,NSW,,
,151.911,FALSE,FALSE,FALSE,FALSE,,,,-31.9714,,,,,None,Grounds declared as P/P EF019b Access via main gate in Kenmore St.,Public School,,,Barrington Public School,"Barrington Public School, 1 Kenmore St, BARRINGTON, NSW 2422",Barrington,Lyne,NSW,,
,151.573,FALSE,FALSE,FALSE,FALSE,,,,-32.7074,,,,,Full,Grounds declared as P/P EF019b Entry from carpark and gate off Bolwarra  Rd Bolwarra.,Public School,,,Bolwarra Public School,"Bolwarra Public School, 25 Bolwarra Rd, BOLWARRA, NSW 2320",Bolwarra,Lyne,NSW,,
,151.961,FALSE,FALSE,FALSE,FALSE,,,,-32.4663,,,,,None,Grounds declared as P/P EF019b Enter via main gate of school,Public School,,,Booral Public School,"Booral Public School, 2300 The Bucketts Way, BOORAL, NSW 2425",Booral,Lyne,NSW,,
,152.448,FALSE,FALSE,FALSE,FALSE,,,,-32.3895,,,,,None,Grounds declared as P/P EF 019b Enter via main entrance to school,Public School,,,Bungwahl Public School,"Bungwahl Public School, 56 Seal Rocks Rd, BUNGWAHL, NSW 2423",Bungwahl,Lyne,NSW,,
,151.77679,FALSE,FALSE,FALSE,FALSE,,,,-32.58969,,,,,Assisted,Grounds declared as P/P EF019b Queen St gate Marshall St gate,Public School,,,Clarence Town Public School,"Clarence Town Public School, 82 Queen St, CLARENCE TOWN, NSW 2321",Clarence Town,Lyne,NSW,,
,152.472,FALSE,FALSE,FALSE,FALSE,,,,-31.6051,,,,,None,Grounds declared as P/P EF019b Entrance to grounds via main gate Hill S t. Entrance to P/P via doors to Library.,Public School,,,Comboyne Public School,"Comboyne Public School, 11 Hill St, COMBOYNE, NSW 2429",Comboyne,Lyne,NSW,,
,150.752,FALSE,TRUE,FALSE,FALSE,2016-07-02 02:02:03.472563+00,2016-07-02 02:02:03.472563+00,,-33.7071,,,,{},Assisted,Main gate on driveway Seventh Ave,Public School,,,Llandilo Public School,"Llandilo Public School, Seventh Ave, LLANDILO, NSW 2747",Llandilo,Lindsay,NSW,,
,150.7831265,FALSE,TRUE,FALSE,FALSE,2016-07-02 02:47:12.818866+00,2016-07-02 02:47:12.818866+00,,-33.7566411,,,Twitter,{},Assisted,1. Willow Road,Public School,,,St Marys North Public School,"St Marys North Public School, Debrincat Ave, ST MARYS, NSW 2760",St Marys North,Lindsay,NSW,,
"Bacon and egg rolls early, sausage sizzle, cakes, 2nd hand books, cold drinks and coffee.",150.791,FALSE,FALSE,TRUE,TRUE,2016-07-02 05:20:07.917032+00,2016-06-28 14:31:32.604307+00,,-33.7838,Bennett Road Public School Sausage Sizzle,,,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",Assisted,1. Desborough Rd 2. Bennett Rd,Public School,,,Bennett Road Public School,"Bennett Road Public School, Bennett Rd, COLYTON, NSW 2760",Colyton,Lindsay,NSW,3182,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3182/Bennett-Road-Public-School-Bennett-Road-Public-School-Sausage-Sizzle/no
,152.321,FALSE,FALSE,FALSE,FALSE,,,,-32.2147,,,,,Assisted,Premise declared as P/P EF019 Enter via Lombard St,Public School,,,Coolongolook Public School,"Coolongolook Public School, Pacific Hwy, Lombard StCOOLONGOLOOK, NSW 2423",Coolongolook,Lyne,NSW,,
,152.543,FALSE,FALSE,FALSE,FALSE,,,,-32.0714,,,,,Assisted,Premises declared as P/P EF019 Entrance via main gate on Diamond Beach Rd,Public School,,,Hallidays Point Public School,"Hallidays Point Public School, 300 Diamond Beach Rd, DIAMOND BEACH, NSW 2430",Diamond Beach,Lyne,NSW,,
,152.296,FALSE,FALSE,FALSE,FALSE,,,,-31.6335,,,,,None,Grounds declared as P/P EF019b Entrance via main gates on Glenwarrin Rd,Public School,,,Elands Public School,"Elands Public School, 152 Glenwarrin Rd, ELANDS, NSW 2429",Elands,Lyne,NSW,,
,152.594,FALSE,FALSE,FALSE,FALSE,,,,-31.712,,,,,None,Grounds declared as P/P EF019b Entrance via main gate on Hannam Vale Rd,Public School,,,Hannam Vale Public School,"Hannam Vale Public School, 1159 Hannam Vale Rd, HANNAM VALE, NSW 2443",Hannam Vale,Lyne,NSW,,
,152.729,FALSE,FALSE,FALSE,FALSE,,,,-31.5884,,,,,None,Premises declared as P/P EF019 Entrance via doors into classroom,Public School,,,Herons Creek Public School,"Herons Creek Public School, 5499 Pacific Hwy, HERONS CREEK, NSW 2443",Herons Creek,Lyne,NSW,,
,152.697,FALSE,FALSE,FALSE,FALSE,,,,-31.7331,,,,,None,Grounds declared as P/P EF019b Entrance via main gates in Station St,Public School,,,Johns River Public School,"Johns River Public School, Station St, JOHNS RIVER, NSW 2443",Johns River,Lyne,NSW,,
,152.266,FALSE,FALSE,FALSE,FALSE,,,,-32.0495,,,,,Assisted,Grounds declared as P/P EF019b Entrance via main gates on The Bucketts Way,Public School,,,Krambach Public School,"Krambach Public School, 3846 The Bucketts Way, KRAMBACH, NSW 2429",Krambach,Lyne,NSW,,
,152.532633,FALSE,FALSE,FALSE,FALSE,,,,-31.783703,,,,,None,Grounds declared as P/P EF019b Entrance via main gates in Macquarie St,Public School,,,Lansdowne Public School,"Lansdowne Public School, Macquarie St, LANSDOWNE, NSW 2430",Lansdowne,Lyne,NSW,,
,152.7968396,FALSE,FALSE,FALSE,FALSE,,,,-31.6514251,,,,,Assisted,Premises declared as P/P EF019 main doors into hall from Lake St,Public School,,,Laurieton Public School,"Laurieton Public School, 49 Bold St, LAURIETON, NSW 2443",Laurieton,Lyne,NSW,,
,152.49,FALSE,FALSE,FALSE,FALSE,,,,-31.4369,,,,,Assisted,Grounds declared as P/P EF019b Entrance via main gate on Oxley Hwy,Public School,,,Long Flat Public School,"Long Flat Public School, 5077 Oxley Hwy, LONG FLAT, NSW 2446",Long Flat,Lyne,NSW,,
,151.624,FALSE,FALSE,FALSE,FALSE,,,,-32.566,,,,,Assisted,Grounds declared asP/P Ef019b Enter via main entrance Cook St.,Public School,,,Martins Creek Public School,"Martins Creek Public School, 10 Cook St, MARTINS CREEK, NSW 2420",Martins Creek,Lyne,NSW,,
,152.652,FALSE,FALSE,FALSE,FALSE,,,,-31.7706,,,,,Assisted,Grounds declared as P/P EF019b Main gates on Church St,Public School,,,Moorland Public School,"Moorland Public School, 15 Church St, MOORLAND, NSW 2443",Moorland,Lyne,NSW,,
,152.18,FALSE,FALSE,FALSE,FALSE,,,,-31.8817,,,,,None,Grounds declared as P/P EF019b Main gates on Nowendoc Rd,Public School,,,Mount George Public School,"Mount George Public School, 1524 Nowendoc Rd, MOUNT GEORGE, NSW 2424",Mount George,Lyne,NSW,,
,152.381,FALSE,FALSE,FALSE,FALSE,,,,-32.0996,,,,,Assisted,Grounds declared as P/P EF019b Enter via main gate Hoskins St,Public School,,,Nabiac Public School,"Nabiac Public School, Clarkson St, NABIAC, NSW 2312",Nabiac,Lyne,NSW,,
,152.82151,FALSE,FALSE,FALSE,FALSE,,,,-31.63413,,,,,None,Premises declared as P/P EF019 Main doors to hall,Public School,,,North Haven Public School,"North Haven Public School, 670 Ocean Dr, NORTH HAVEN, NSW 2443",North Haven,Lyne,NSW,,
,152.588,FALSE,FALSE,FALSE,FALSE,,,,-31.9722,,,,,Assisted,Premises declared as P/P EF019 Main doors to hall on David St,Public School,,,Old Bar Public School,"Old Bar Public School, 22 David St, OLD BAR, NSW 2430",Old Bar,Lyne,NSW,,
,151.6,FALSE,FALSE,FALSE,FALSE,,,,-32.6062,,,,,Assisted,Grounds declared as P/P EF019b Webbers Creek Rd gate entrance,Public School,,,Paterson Public School,"Paterson Public School, Webbers Creek Rd, PATERSON, NSW 2421",Paterson Central,Lyne,NSW,,
,151.729,FALSE,FALSE,FALSE,FALSE,,,,-32.6627,,,,,Assisted,Premses declared as P/P EF019 Waren & Still St,Public School,,,Seaham Public School,"Seaham Public School, Still St, SEAHAM, NSW 2324",Seaham,Lyne,NSW,,
,151.939,FALSE,FALSE,FALSE,FALSE,,,,-32.1174,,,,,None,Grounds declared as P/P EF019b Main gates on Avon St,Public School,,,Stratford Public School,"Stratford Public School, Avon St, STRATFORD, NSW 2422",Stratford,Lyne,NSW,,
,151.931,FALSE,FALSE,FALSE,FALSE,,,,-32.3464,,,,,None,Grounds declared as P/P EF019b Enter via main gate,Public School,,,Stroud Road Public School,"Stroud Road Public School, 733 The Bucketts Way, STROUD ROAD, NSW 2415",Stroud Road,Lyne,NSW,,
,151.5771074,FALSE,FALSE,FALSE,FALSE,,,,-32.5421112,,,,,Assisted,Grounds declared as P/P EF019b Enter via main entrance,Public School,,,Vacy Public School,"Vacy Public School, 786 Gresford Rd, VACY, NSW 2421",Vacy,Lyne,NSW,,
,152.899,FALSE,FALSE,FALSE,FALSE,,,,-30.2063,,,,,Assisted,Entry via Coramba Rd gate,Public School,,,Lowanna Public School,"Lowanna Public School, 54 Grafton Road, LOWANNA, NSW 2450",Lowanna,Page,NSW,,
,152.414473,FALSE,TRUE,FALSE,FALSE,2016-07-02 03:42:37.213281+00,2016-07-02 03:42:37.213281+00,,-31.932642,,,Twitter,{},Assisted,Premises declared a P/P EF019 Main doors to hall from Cotton St,Public School,,,Tinonee Public School,"Tinonee Public School, Manchester St, TINONEE, NSW 2430",Tinonee,Lyne,NSW,,
,151.606,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:44:37.72349+00,2016-07-02 03:44:37.72349+00,,-32.7002,,,Twitter,{},Assisted,Grounds declared as P/P EF019b Main entrance Hunter St.,Public School,,,Largs Public School,"Largs Public School, 1 Hunter St, LARGS, NSW 2320",Largs,Lyne,NSW,,
,152.377,FALSE,FALSE,FALSE,FALSE,,,,-31.8701,,,,,None,Grounds declared as P/P EF019b Gate on Wynter St & gate on Isabella St,Public School,,,Wingham Brush Public School,"Wingham Brush Public School, Isabella St, WINGHAM, NSW 2429",Wingham,Lyne,NSW,,
,151.604,FALSE,FALSE,FALSE,FALSE,,,,-32.6652,,,,,Assisted,Grounds declared as P/P EF019b Enter via carpark on Paterson Rd.,Public School,,,Iona Public School,"Iona Public School, 860 Paterson Rd, WOODVILLE, NSW 2321",Woodville,Lyne,NSW,,
,150.803,FALSE,FALSE,FALSE,FALSE,,,,-34.0484,,,,,Assisted,"Number of accesses: 1 Address & Description : Clydesdale Dr, Blairmount - gate",Public School,,,Blairmount Public School,"Blairmount Public School, cnr Badgally Rd & Clydesdale Dr, BLAIRMOUNT, NSW 2559",Blairmount,Macarthur,NSW,,
,150.813,FALSE,FALSE,FALSE,FALSE,,,,-34.086,,,,,Assisted,Gates and carpark in Jacaranda Ave Gate in The Parkway,Public School,,,Bradbury Public School,"Bradbury Public School, Jacaranda Ave, BRADBURY, NSW 2560",Bradbury,Macarthur,NSW,,
,150.816,FALSE,FALSE,FALSE,FALSE,,,,-34.0703,,,,,Full,Gate in Lithgow St & Gate in Dumaresq St,Public School,,,Campbelltown Public School,"Campbelltown Public School, Lithgow St, CAMPBELLTOWN, NSW 2560",Campbelltown,Macarthur,NSW,,
,150.811,FALSE,FALSE,FALSE,FALSE,,,,-34.0287,,,,,Assisted,"Number of accesses: 1 Address & Description: Eschol Park Dr, Eschol Park - pathway",Public School,,,Eschol Park Public School,"Eschol Park Public School, Eschol Park Dr, ESCHOL PARK, NSW 2558",Eschol Park,Macarthur,NSW,,
,150.863,FALSE,FALSE,FALSE,FALSE,,,,-34.011,,,,,Assisted,"Number of accesses: 2 Address & Description: Sackville St, Ingleburn - gate Sackville St, Ingleburn - driveway",Public School,,,Sackville Street Public School,"Sackville Street Public School, cnr Sackville & Bradley Sts, INGLEBURN, NSW 2565",Ingleburn South,Macarthur,NSW,,
,150.857,FALSE,FALSE,FALSE,FALSE,,,,-34.0228,,,,,Assisted,"Number of accesses: 1 Address & Description: Benham Rd, Minto - gate",Public School,,,The Grange Public School,"The Grange Public School, Benham Rd, MINTO, NSW 2566",Minto North,Macarthur,NSW,,
,150.842,FALSE,FALSE,FALSE,FALSE,,,,-34.067,,,,,Assisted,Only entrance on Junction Road,Public School,,,Ruse Public School,"Ruse Public School, Junction Rd, RUSE, NSW 2560",Ruse,Macarthur,NSW,,
,150.795,FALSE,FALSE,FALSE,TRUE,2016-07-02 02:36:34.42333+00,2016-07-02 02:36:34.42333+00,,-34.1048,,,http://www.dailytelegraph.com.au/newslocal/macarthur/election-day-sausage-sizzles-and-cake-stalls-in-macarthur-hume-and-werriwa/news-story/deb768d36f2eb9d0cb331fb366e6f7fd,{},Assisted,Three entrances: Anthony Drive; Othello Ave; and Copperfield Drive,Public School,,,Rosemeadow Public School,"Rosemeadow Public School, Anthony Dr, ROSEMEADOW, NSW 2560",Rosemeadow,Macarthur,NSW,,
,150.847,FALSE,FALSE,FALSE,TRUE,2016-07-02 02:38:17.531152+00,2016-07-02 02:38:17.531152+00,,-34.0389,,"sausage sizzle, with drinks, chips and bacon and egg sandwiches from 7am to 5pm on election day. ",News Article,"{""has_bacon_and_eggs"":true}",None,"Number of accesses: 1 Address & Description: Townson Ave, Minto - gate",Public School,,,Campbellfield Public School,"Campbellfield Public School, cnr Alderney & Townson Ave, MINTO, NSW 2566",Minto South,Macarthur,NSW,,
,150.831,FALSE,FALSE,FALSE,FALSE,2016-07-02 02:39:30.525158+00,2016-07-02 02:39:30.525158+00,,-34.0723,,Open Day,,{},Full,Gate in Waminda Ave Gate in Valley Road,Public School,,,Campbelltown East Public School,"Campbelltown East Public School, cnr Waminda Ave & Valley Rd, CAMPBELLTOWN, NSW 2560",Campbelltown East,Macarthur,NSW,,
,150.769,FALSE,FALSE,TRUE,FALSE,2016-07-02 02:40:46.583079+00,2016-07-02 02:40:46.583079+00,,-34.048,,,News Article,{},Assisted,Only entrance is in Tramway Dr,Public School,,,Currans Hill Public School,"Currans Hill Public School, 10 Tramway Dr, CURRANS HILL, NSW 2567",Currans Hill,Macarthur,NSW,,
,150.798,FALSE,FALSE,FALSE,TRUE,2016-07-02 02:55:04.105199+00,2016-07-02 02:55:04.105199+00,,-34.0866,,,Twitter,{},Assisted,Gate Copperfield Dr Gate in between playing fields on Whitfield Crct,Public School,,,Ambarvale Public School,"Ambarvale Public School, Copperfield Dr, AMBARVALE, NSW 2560",Ambarvale,Macarthur,NSW,,
,150.81,FALSE,FALSE,TRUE,TRUE,2016-07-02 02:42:59.108357+00,2016-07-02 02:42:59.108357+00,,-33.9596,,,http://www.dailytelegraph.com.au/newslocal/macarthur/election-day-sausage-sizzles-and-cake-stalls-in-macarthur-hume-and-werriwa/news-story/deb768d36f2eb9d0cb331fb366e6f7fd,{},None,"Number of accesses: 1 Address & Description: Rickard Rd, Leppington - main gate",Public School,,,Leppington Public School,"Leppington Public School, Rickard Rd, LEPPINGTON, NSW 2179",Leppington,Macarthur,NSW,,
,150.818,FALSE,FALSE,FALSE,TRUE,2016-07-02 02:45:59.038014+00,2016-07-02 02:45:59.038014+00,,-34.0157,,,http://www.dailytelegraph.com.au/newslocal/macarthur/election-day-sausage-sizzles-and-cake-stalls-in-macarthur-hume-and-werriwa/news-story/deb768d36f2eb9d0cb331fb366e6f7fd,{},Assisted,"Number of accesses: 1 Address & Description: Shuttleworth Ave, Raby - driveway",Public School,,,Robert Townson Public School,"Robert Townson Public School, Shuttleworth Ave, RABY, NSW 2566",Raby,Macarthur,NSW,,
,150.738,FALSE,FALSE,FALSE,TRUE,2016-07-02 02:49:50.953837+00,2016-07-02 02:41:49.137891+00,,-34.0264,,,http://www.dailytelegraph.com.au/newslocal/macarthur/election-day-sausage-sizzles-and-cake-stalls-in-macarthur-hume-and-werriwa/news-story/deb768d36f2eb9d0cb331fb366e6f7fd,{},Full,Only entrance is via access road to Sports fields off Sir Warwick Fairfax Dr just past school's main entrance,Public School,,,Harrington Park Public School,"Harrington Park Public School, Sir Warwick Fairfax Dr, HARRINGTON PARK, NSW 2567",Harrington Park,Macarthur,NSW,,
,150.867,FALSE,FALSE,TRUE,TRUE,2016-07-02 02:55:44.817974+00,2016-07-02 01:00:24.936024+00,,-33.9999,,soup,,"{""has_bacon_and_eggs"":true}",Assisted,"Number of accesses: 2 Address & Description: Oxford Rd, Ingleburn - gate Cumberland Rd, Ingleburn - gate",Public School,,,Ingleburn Public School,"Ingleburn Public School, cnr Oxford & Cumberland Rds, INGLEBURN, NSW 2565",Ingleburn (Macarthur),Macarthur,NSW,,
,150.803,FALSE,FALSE,FALSE,FALSE,,,,-34.1109,,,,,Assisted,Only entrance is on Kellerman Drive,Public School,,,St Helens Park Public School,"St Helens Park Public School, Kellerman Dr, ST HELENS PARK, NSW 2560",St Helens Park,Macarthur,NSW,,
,151.286,FALSE,FALSE,FALSE,FALSE,,,,-33.7486,,,,,None,Entrance to Polling Place: Main doors to school hall facing Fisher Rd. Entrance to grounds: Main gate on Fisher Rd and carpark off Holborn Ave.,Public School,,,Dee Why Public School,"Dee Why Public School, Regent St, DEE WHY, NSW 2099",Dee Why,Mackellar,NSW,,
,151.2861959,FALSE,FALSE,FALSE,FALSE,,,,-33.7280915,,,,,Assisted,Entrance to polling place: Main entrance to school hall. Entrance to grounds: Main gate Veterans Pde and Berith St gate.,Public School,,,Wheeler Heights Public School,"Wheeler Heights Public School, 36 Veterans Pde, WHEELER HEIGHTS, NSW 2097",Wheeler Heights,Mackellar,NSW,,
,150.803,FALSE,FALSE,FALSE,FALSE,,,,-33.8057,,,,,Assisted,Entrance to polling place:  Gate on Peppertree Dr,Public School,,,James Erskine Public School,"James Erskine Public School, Peppertree Dr, ERSKINE PARK, NSW 2759",Erskine Park,McMahon,NSW,,
,150.693,FALSE,FALSE,FALSE,FALSE,,,,-33.5499,,,,,Assisted,Entrance off Bells Line of Rd,Public School,,,Kurmond Public School,"Kurmond Public School, Bells Line of Road, KURMOND, NSW 2757",Kurmond,Macquarie,NSW,,
,150.95541,FALSE,FALSE,FALSE,FALSE,,,,-33.86774,,,,,Assisted,Entrance to polling place:  Gate on Smart St,Public School,,,Fairfield Public School,"Fairfield Public School, Smart St, FAIRFIELD, NSW 2165",Fairfield Central,McMahon,NSW,,
,150.948,FALSE,FALSE,FALSE,FALSE,,,,-33.867,,,,,Assisted,Entrances to polling place:  Gates on Station and Camden Sts,Public School,,,Fairfield Heights Public School,"Fairfield Heights Public School, Station St, FAIRFIELD HEIGHTS, NSW 2165",Fairfield Heights,McMahon,NSW,,
,150.941291,FALSE,FALSE,FALSE,FALSE,,,,-33.8767019,,,,,Assisted,Entrance to polling place:  Gate on Wolseley St,Public School,,,Fairvale Public School,"Fairvale Public School, Wolseley St, FAIRFIELD, NSW 2165",Fairfield South,McMahon,NSW,,
,150.92455,FALSE,FALSE,FALSE,FALSE,,,,-33.86856,,,,,Assisted,Entrances to polling place:  Gates on Cumberland Hwy and Hamilton Rd,Public School,,,Fairfield West Public School,"Fairfield West Public School, Hamilton Rd, FAIRFIELD WEST, NSW 2165",Fairfield West (McMahon),McMahon,NSW,,
,150.959,FALSE,FALSE,FALSE,FALSE,,,,-33.8203,,,,,Assisted,Entrances to polling place:  Gates on Ringrose and Damien Aves,Public School,,,Ringrose Public School,"Ringrose Public School, Ringrose Ave, GREYSTANES, NSW 2145",Greystanes East,McMahon,NSW,,
,150.8525923,FALSE,FALSE,FALSE,FALSE,,,,-33.841203,,,,,Assisted,The Horsley Dr pedestrian gate Walworth Dr a driveway and seperate pedestrian gate,Public School,,,Horsley Park Public School,"Horsley Park Public School, 1759 The Horsley Dr, HORSLEY PARK, NSW 2164",Horsley Park,McMahon,NSW,,
,150.7899021,FALSE,FALSE,FALSE,FALSE,,,,-33.8839497,,,,,Assisted,,Public School,,,Kemps Creek Public School,"Kemps Creek Public School, 100 Cross St, KEMPS CREEK, NSW 2178",Kemps Creek (McMahon),McMahon,NSW,,
,150.976,FALSE,FALSE,FALSE,TRUE,2016-07-01 23:26:12.205637+00,2016-07-01 23:26:12.205637+00,,-33.8409,,,Twitter,{},Assisted,Pedestrian gate on Fowler Rd (main) Pedestrian gate on Holdsworth St,Public School,,,Merrylands Public School,"Merrylands Public School, Fowler Rd, MERRYLANDS, NSW 2160",Fowler Road,McMahon,NSW,,
"Hot breakfast (bacon and eggs), tea, coffee and drinks, and yummy sausage sizzle through the day.",150.9417595,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:49:36.233501+00,2016-07-02 03:49:36.233501+00,,-33.8281535,Greystanes Public School,,,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",Assisted,Merrylands Rd pedestrian ramp & driveway Bradman St pedestrian gate,Public School,,,Greystanes Public School,"Greystanes Public School, 781 Merrylands Rd, GREYSTANES, NSW 2145",Greystanes,McMahon,NSW,3902,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3902/Greystanes/no
,151.223182,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:49:37.879811+00,2016-07-02 03:49:37.879811+00,,-33.6853625,Terrey Hills,,,{},Assisted,Entrance to polling place: Main entrance to school hall. Entrance to grounds: Myoora Rd.,Public School,,,Terrey Hills Public School,"Terrey Hills Public School, Cooyong Rd, TERREY HILLS, NSW 2084",Terrey Hills,Mackellar,NSW,4269,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4269/Terrey-Hills/no
Sausage sizzle with cold drinks and cake stall plus raffles,151.284,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:49:41.33362+00,2016-07-02 03:49:41.33362+00,,-33.7027,Elanora Heights Public School,,,{},Assisted,Entrance to polling place: Main doors to school hall. Entrance to grounds: Main driveway boom gate in Elanora Rd.,Public School,,,Elanora Heights Public School,"Elanora Heights Public School, Elanora Rd, ELANORA HEIGHTS, NSW 2101",Elanora,Mackellar,NSW,3990,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3990/Elanora/no
,150.971,FALSE,FALSE,FALSE,FALSE,,,,-33.867,,,,,Assisted,Ellis St pedestrian gate Orchardleigh St pedestrian Gate,Public School,,,Yennora Public School,"Yennora Public School, 6-12 Ellis Pde, YENNORA, NSW 2161",Yennora (McMahon),McMahon,NSW,,
,150.907,FALSE,FALSE,FALSE,FALSE,,,,-33.5588,,,,,Assisted,Gate access from Cattai Rd.,Public School,,,Cattai Public School,"Cattai Public School, 487 Cattai Rd, CATTAI, NSW 2756",Cattai,Macquarie,NSW,,
,150.459,FALSE,FALSE,FALSE,FALSE,,,,-33.7269,,,,,Assisted,1 Entrance via Beechmount Ave. 1 entranc e via Hazelbrook Pde.,Public School,,,Hazelbrook Public School,"Hazelbrook Public School, Beechmount Ave, HAZELBROOK, NSW 2779",Hazelbrook,Macquarie,NSW,,
,150.742,FALSE,FALSE,FALSE,FALSE,,,,-33.6033,,,,,Assisted,Entrance via Valder Ave,Public School,,,Hobartville Public School,"Hobartville Public School, Valder Ave, HOBARTVILLE, NSW 2753",Hobartville,Macquarie,NSW,,
,150.316,FALSE,FALSE,FALSE,FALSE,,,,-33.6992,,,,,Assisted,1 entrance from Mistral Street,Public School,,,Katoomba North Public School,"Katoomba North Public School, Barton St, KATOOMBA, NSW 2780",Katoomba North,Macquarie,NSW,,
,150.69826,FALSE,FALSE,FALSE,FALSE,,,,-33.50676,,,,,Assisted,1. McMahons Road main Gate,Public School,,,Comleroy Road Public School,"Comleroy Road Public School, McMahons Rd, KURRAJONG, NSW 2758",Kurrajong North,Macquarie,NSW,,
,150.4284891,FALSE,FALSE,FALSE,FALSE,,,,-33.7216261,,,,,Assisted,1. Wilson Road Gate only,Public School,,,Lawson Public School,"Lawson Public School, Adelaide St, LAWSON, NSW 2783",Lawson,Macquarie,NSW,,
,150.717126,FALSE,FALSE,FALSE,FALSE,,,,-33.580928,,,,,Assisted,1. Grose Vale Road gate 2. Elizabeth Road gate,Public School,,,North Richmond Public School,"North Richmond Public School, 14 Grose Vale Rd, NORTH RICHMOND, NSW 2754",North Richmond,Macquarie,NSW,,
,150.757,FALSE,FALSE,FALSE,FALSE,,,,-33.5993,,,,,Assisted,1. Frances Street Gate,Public School,,,Richmond Public School,"Richmond Public School, Windsor St, RICHMOND, NSW 2753",Richmond,Macquarie,NSW,,
