state,polling_place_name,premises,division,address,lon,lat
VIC,Roxburgh Homestead,Roxburgh Homestead Primary School,"Broadmeadows District, Yuroke District","McPherson Boulevard ,  (access via Raven Hill Boulevard) , Roxburgh Park, 3064",144.9163683,-37.63218426
VIC,Streeton,Streeton Primary  School,"Bundoora District, Ivanhoe District","209 Yallambie Road, Yallambie, 3085",145.1013576,-37.72150018
VIC,Bell,Bell Primary School,"Northcote District, Preston District","78a Oakover Road (access via Scotia Road), Preston, 3072",144.9903549,-37.74694848
VIC,Barwon Heads,Barwon Heads Primary School,Bellarine District,"Golf Links Road, Barwon Heads, 3227",144.4855995,-38.2812458
VIC,Benambra,Benambra Public Hall,Gippsland East District,"Gibbo Street, Benambra, 3900",147.7037842,-36.95552942
VIC,Taggerty,Taggerty  Hall,Eildon District,"5 Taggerty-Thornton Road, Taggerty, 3714",145.7123817,-37.32107751
VIC,Glenorden,Wyndham Park Primary School,Werribee District,"59-77 Kookaburra Avenue, Werribee, 3030",144.676891,-37.883855
VIC,Montrose South,Billanook Primary School,Monbulk District,"corner Sheffield Road and Taruna Rise, Montrose, 3765",145.3387999,-37.82515379
VIC,Deer Park West,Deer Park West Primary School,Kororoit District,"Quinn Street, Deer Park, 3023",144.7652208,-37.77163287
VIC,Dunolly,Dunolly Senior Citizens Clubrooms,Ripon District,"21 Bull Street, Dunolly, 3472",143.731893,-36.858182
VIC,Kerang North,Kerang Technical High School (Thornely Hall),Murray Plains District,"48 Murray Street, Kerang, 3579",143.9138,-35.72565
VIC,Redan Central,Betty Day Centre,Prahran District,"67 Argyle Street, St Kilda, 3182",144.987432,-37.86293
VIC,Hampton,Hampton Primary School,"Brighton District, Sandringham District","528 Hampton Street, Hampton, 3188",145.004047,-37.933649
VIC,Swan Hill,Swan Hill Anglican Function Centre,Murray Plains District,"Splatt Street, Swan Hill, 3585",143.556403,-35.33971
VIC,Aspendale Gardens,Aspendale Gardens Primary School,"Mordialloc District, Keysborough District","96 Kearney Drive (Access via Kerr Crescent) , Aspendale Gardens, 3195",145.1157197,-38.02313695
VIC,Bruthen,Bruthen Mechanics Hall,Gippsland East District,"49 Main Street, Bruthen, 3885",147.8318152,-37.70730103
VIC,Canterbury Gardens,The Basin Primary School,Bayswater District,"corner Mountain Highway and Liverpool Road, The Basin, 3154",145.309641,-37.849794
VIC,Lavers Hill,Lavers Hill Public Hall,Polwarth District,"47 Great Ocean Road, Lavers Hill, 3238",143.387351,-38.682731
VIC,Britannia,St Patrick's Catholic Primary School,Geelong District,"11 Petrel Street, Geelong West, 3218",144.3462544,-38.13504352
VIC,Camberwell,Camberwell Primary School,Hawthorn District,"290 Camberwell Road (access via Reserve Road), Camberwell, 3124",145.058663,-37.83358733
VIC,The Patch,The Patch Primary School,Monbulk District,"53 Kallista-Emerald Road, The Patch, 3792",145.393752,-37.891855
VIC,Footscray,Gilmore Girls College,Footscray District,"298 Barkly Street, Footscray, 3011",144.89489,-37.7991
VIC,Cobains,Cobains Primary School,Gippsland East District,"3 Crofts Road, Cobains, 3851",147.13228,-38.07479
VIC,Caulfield East,Glen Eira College,Caulfield District,"76 Booran Road, Caulfield East, 3162",145.037964,-37.8852
VIC,Heatherhill,Heatherhill Primary School,Keysborough District,"959 Heatherton Road, Springvale, 3171",145.1583715,-37.96205125
VIC,Berwick South,Brentwood Park Primary School,Narre Warren South District,"Bemersyde Drive, Berwick, 3806",145.346428,-38.052434
VIC,Doveton West,Holy Family Catholic Primary School,Dandenong District,"100 Power Road, Doveton, 3177",145.2385754,-37.99035754
VIC,Eltham North,Eltham North Primary School,Eltham District,"35-47 Wattletree Road, Eltham North, 3095",145.15092,-37.69958
VIC,Glengala South,Sunshine Special Development School,Footscray District,"Ivory Court (access via Mounsey Street), Sunshine West, 3020",144.819889,-37.803435
VIC,Ceres,Ceres Temperance Hall,South Barwon District,"40a McCann Street, Ceres, 3221",144.2767559,-38.17030589
VIC,Preston East,The Pavilion,Preston District,"1-3 Sylvester Grove, Preston, 3072",145.0181509,-37.73799507
VIC,Mount Ridley,Mount Ridley P-12 College,Yuroke District,"2-30 Hampton Street, Craigieburn, 3064",144.9242362,-37.57943925
VIC,Strathmore North,Strathmore North Primary School,"Essendon District, Pascoe Vale District","Mascoma Street, Strathmore, 3041",144.916446,-37.724684
VIC,Taylors Hill,Taylors Hill Primary School,Sydenham District,"corner Loddon Drive and Park Lane, Taylors Hill, 3037",144.759823,-37.716619
VIC,St Albans Park,Whittington Senior Citizens Club,Geelong District,"50 Westmoreland Street, St Albans Park, 3219",144.3879896,-38.1831053
VIC,Torrumbarry,Torrumbarry Public Hall,Murray Plains District,"Murray Valley Highway, Torrumbarry, 3562",144.5143835,-36.02824174
VIC,Thornton,Thornton Memorial Hall,Eildon District,"1335 Taggerty-Thornton Road, Thornton, 3712",145.797291,-37.257537
VIC,Somerville West,Somerville Rise Primary School,Hastings District,"Blacks Camp Road, Somerville, 3912",145.16775,-38.23003
VIC,Lilydale Heights,Lilydale Heights College,Evelyn District,"17 Nelson Road, Lilydale, 3140",145.3414718,-37.74488313
VIC,Campbells Creek,Campbells Creek Primary School,Bendigo West District,"127-133 Main Road, Campbells Creek, 3451",144.204252,-37.092786
VIC,Ballam Park,McClelland College,Frankston District,"31 Belar Avenue (enter via Alexander Crescent), Frankston, 3200",145.1616231,-38.14611777
VIC,Elwood,St Columba's Catholic School and Church,Brighton District,"24 Glen Huntly Road, Elwood, 3184",144.981781,-37.88231
VIC,Pakenham Hills,Pakenham Hills Primary School,Gembrook District,"15 Kennedy Road, Pakenham, 3810",145.4958319,-38.06206477
VIC,Taylors Lakes,Taylors Lakes Primary School,Sydenham District,"Chichester Drive, Taylors Lakes, 3038",144.793223,-37.709293
VIC,Dumbalk,Dumbalk Public Hall,Gippsland South District,"Farmers Road, Dumbalk, 3956",146.0942654,-38.5332077
VIC,Knox,St Joseph's Primary School Boronia,Bayswater District,"212 Boronia Road, Boronia, 3155",145.2757684,-37.86205078
VIC,Malvern,Malvern Central School,Malvern District,"Spring Road, Malvern, 3144",145.034701,-37.85567
VIC,Yaapeet,Yaapeet Primary School,Mildura District,"4 Woods Street, Yaapeet, 3424",142.0573449,-35.76817987
VIC,Newport East,Home Road Kindergarten,Williamstown District,"44 Home Road, Newport, 3015",144.887867,-37.841206
VIC,Taylors Lakes North,Overnewton Anglican Community College - Taylors Lakes Campus,Sydenham District,"39-57 Robertsons Road, Taylors Lakes, 3038",144.774786,-37.68901
VIC,Bell Park,Bell Park North Primary School,Lara District,"16 Barton Street, Bell Park, 3215",144.3358491,-38.10597417
VIC,Mont Albert,Mont Albert Primary School,Box Hill District,"Barloa Road, Mont Albert, 3127",145.1032955,-37.81273458
VIC,Harrietville,Harrietville Community Hall,Ovens Valley District,"Great Alpine Road, Harrietville, 3741",147.0634091,-36.89174706
VIC,Cooma,Cooma Uniting Church Hall,Euroa District,"Kyabram-Cooma Road, Cooma, 3616",145.068515,-36.41429763
VIC,Haven,Haven Memorial Hall,Lowan District,"4378 Henty Highway, Haven, 3401",142.1941793,-36.75694029
VIC,Box Hill Central,Wesley Hall,Box Hill District,"2-6 Oxford Street, Box Hill, 3128",145.1220501,-37.82164814
VIC,Spring Valley,Spring Parks Primary School - Valley Campus,Clarinda District,"27-39 Clarke Road, Springvale South, 3172",145.13908,-37.96378
VIC,Arthurs Creek,Arthurs Creek Primary School,Eildon District,"900 Arthurs Creek Road, Arthurs Creek, 3099",145.2025,-37.579
VIC,Laurimar,Laurimar Primary School,Yan Yean District,"1 Armidale Road, Laurimar, 3754",145.1282742,-37.58545167
VIC,Bimbadeen,Bimbadeen Heights Primary School,Evelyn District,"Hayrick Lane, Mooroolbark, 3138",145.32114,-37.77376
VIC,Sussex Heights,Mount Waverley Heights Primary School,Oakleigh District,"36 Solomon Street, Mount Waverley, 3149",145.110571,-37.88886267
VIC,Coolaroo,Coolaroo South Primary School,Broadmeadows District,"Bushfield Crescent, Coolaroo, 3048",144.930491,-37.661631
VIC,Dimboola,Dimboola Uniting Church,Lowan District,"17-19 Normanby Street, Dimboola, 3414",142.026189,-36.451127
VIC,Great Western,Great Western Primary School,Ripon District,"Stephenson Street, Great Western, 3374",142.8517302,-37.14851045
VIC,Minyip,Minyip Memorial Hall,Lowan District,"52 Main Street, Minyip, 3392",142.58635,-36.460125
VIC,Wandiligong,Wandiligong Primary School,Ovens Valley District,"119 School Road, Wandiligong, 3744",146.98292,-36.76886
VIC,Longwarry,Longwarry Public Hall,Narracan District,"14 Kennedy Street, Longwarry, 3816",145.767716,-38.113866
VIC,Toorak Central,Toorak Primary School,"Prahran District, Malvern District","Canterbury Road, Toorak, 3142",145.009713,-37.844907
VIC,Black Rock,Black Rock Primary School,Sandringham District,"71 Arkaringa Crescent, Black Rock, 3193",145.0216402,-37.96988261
VIC,Speed,Speed Recreation Centre (Golf Club),Mildura District,"Golf Course Road, Speed, 3488",142.4397532,-35.39849606
VIC,Bellbridge East,Bellbridge Primary School,Tarneit District,"120 Bellbridge Drive (access via Matlock Street), Hoppers Crossing, 3029",144.71078,-37.87108
VIC,Emerald,Emerald Primary School,Gembrook District,"Heroes Avenue, Emerald, 3782",145.4416496,-37.93347761
VIC,Moe,Albert Street Primary School,"Narracan District, Morwell District","40 Albert Street (access via Anzac Street), Moe, 3825",146.26435,-38.17471
VIC,Newport,Newport Lakes Primary School,Williamstown District,"Elizabeth Street, Newport, 3015",144.8785356,-37.8381499
VIC,Merrilands,William Ruthven Secondary College,"Preston District, Thomastown District","60 Merrilands Road, Reservoir, 3073",145.003,-37.69653
VIC,Cobden,Cobden Civic Hall,Polwarth District,"53-55 Victoria Street, Cobden, 3266",143.0770678,-38.32704348
VIC,Sparrowhawk,Long Gully Neighbourhood Centre,Bendigo West District,"54 Derwent Drive, Long Gully, 3550",144.253744,-36.749591
VIC,Malmsbury,Malmsbury Primary School,Macedon District,"28 Cameron Street, Malmsbury, 3446",144.38694,-37.18732
VIC,Lyrebird,Lyrebird Community Centre,Carrum District,"203 Lyrebird Drive, Carrum Downs, 3201",145.187184,-38.102963
VIC,Mill Park,Mill Park Primary School,Bundoora District,"Blamey Avenue, Mill Park, 3082",145.0658198,-37.67456038
VIC,Elsternwick North,12th Caulfield Scout Hall,Caulfield District,"1 Beavis Street, Elsternwick, 3185",145.00723,-37.884755
VIC,Hyde Park,1st Kew Scout Hall,Kew District,"corner Willsmere Road and Kellett Grove, Kew, 3101",145.0396881,-37.79161051
VIC,Caulfield South,4th Caulfield Scout Hall,Caulfield District,"1a Birch Street (access via Hawthorn Road) , Caulfield South, 3162",145.021465,-37.892674
VIC,Bridport,Albert Park Primary School,Albert Park District,"Bridport Street (access via Cardigan Place), Albert Park, 3206",144.9522177,-37.84144328
VIC,Burwood,Alfred Road Kindergarten,Burwood District,"48a Alfred Road, Glen Iris, 3146",145.0888952,-37.85446257
VIC,Ashwood,Ashwood High School,Burwood District,"50 Vannam Drive Block B, Ashwood, 3147",145.1038604,-37.8643315
VIC,Auburn North,Auburn Primary School,Hawthorn District,"51 Rathmines Road, Hawthorn East, 3123",145.050392,-37.819619
VIC,Auburn South,Auburn South Primary School,Hawthorn District,"419 Tooronga Road (access via Burgess Street), Hawthorn East, 3123",145.044784,-37.839172
VIC,Balwyn Central,Balwyn Church of Christ Hall,Kew District,"corner Whitehorse and Cherry Roads, Balwyn, 3103",145.079996,-37.81295
VIC,Balwyn North,Balwyn North Primary School,Kew District,"94 Maud Street, Balwyn North, 3104",145.076826,-37.796488
VIC,Beaumaris North,Beaumaris North Primary School,Sandringham District,"McDonald Street, Beaumaris, 3193",145.0373487,-37.97390639
VIC,Balwyn North West,Belle Vue Primary School,Kew District,"20 Highview Road, Balwyn North, 3104",145.079131,-37.781835
VIC,Balwyn West,Belmore School,Kew District,"49 Stroud Street, Balwyn, 3103",145.08118,-37.804166
VIC,Black Rock South,Black Rock Uniting Church Hall,Sandringham District,"corner Balcombe Road and Central Avenue, Black Rock, 3193",145.022027,-37.976551
VIC,Brighton Beach,Brighton Beach Primary School,Brighton District,"19 Windermere Crescent, Brighton, 3186",144.996035,-37.92190498
VIC,Brighton,Brighton Primary School,Brighton District,"Wilson Street, Brighton, 3186",145.0013771,-37.91229712
VIC,Brighton High,Brighton Secondary College,Brighton District,"120 Marriage Road, Brighton East, 3187",145.0195974,-37.92050802
VIC,Studley Park,Burke Hall (Xavier Prep School),Kew District,"2 Nolan Avenue, Kew, 3101",145.0145674,-37.80563912
VIC,Camberwell Middle,Camberwell Church of Christ,Hawthorn District,"620 Riversdale Road, Camberwell, 3124",145.065958,-37.832596
VIC,Canterbury South,Camberwell High School,Hawthorn District,"Prospect Hill Road, Canterbury, 3126",145.0727881,-37.83079672
VIC,Camberwell South,Camberwell South Primary School,Hawthorn District,"Peate Avenue, Glen Iris, 3146",145.0626058,-37.8479298
VIC,Canterbury,Canterbury Girls Secondary College,"Kew District, Hawthorn District","Irilbarra Road, Canterbury, 3126",145.0702812,-37.81991415
VIC,Carlton Central,Carlton North Primary School,Melbourne District,"Lee Street, Carlton North, 3054",144.973102,-37.790982
VIC,Caulfield North,Caulfield Indonesian Uniting Church Hall,Caulfield District,"158 Balaclava Road, Caulfield North, 3161",145.01937,-37.871708
VIC,Bundeera,Caulfield South Primary School,Caulfield District,"24 Bundeera Road, Caulfield South, 3162",145.030422,-37.895534
VIC,Cheltenham East,Cheltenham East Primary School,"Clarinda District, Mordialloc District","Silver Street, Cheltenham, 3192",145.06835,-37.96526
VIC,Cheltenham,Cheltenham Primary School,Sandringham District,"231 Charman Road, Cheltenham, 3192",145.05463,-37.96861
VIC,Coburn,Coburn Primary School,Melton District,"24-42 Richard Road, Melton South, 3338",144.5724946,-37.69398345
VIC,St Kilda South,Cora Graves Centre,Albert Park District,"38 Blessington Street, St Kilda, 3182",144.9821148,-37.86969188
VIC,Alamein,Craig Family Centre,Burwood District,"7 Samarinda Avenue, Ashburton, 3147",145.084077,-37.866675
VIC,Dendy,Dendy Scout Hall,Brighton District,"210 Dendy Street, Brighton East, 3187",145.015864,-37.922367
VIC,Elsternwick South,Elsternwick Primary School,Brighton District,"44-48 Murphy Street, Brighton, 3186",144.9986382,-37.8914848
VIC,Elwood North,Elwood Primary School,Brighton District,"corner Mitford Street and Poets Grove , Elwood, 3184",144.987787,-37.88196378
VIC,Glenferrie South,Erasmus School,Hawthorn District,"40 Lisson Grove, Hawthorn, 3122",145.0314651,-37.82721474
VIC,Sandridge,Fishermens Bend Community Hall,Albert Park District,"corner Dunstan Parade and Centre Avenue, Port Melbourne, 3207",144.920433,-37.836702
VIC,Landcox,Gardenvale Primary School - Senior School Campus,Brighton District,"66 Landcox Street, Brighton East, 3187",145.015797,-37.902585
VIC,Cotham,Genazzano College,Kew District,"301 Cotham Road (access via Mont Victor Road), Kew, 3101",145.0571029,-37.80860628
VIC,Glen Eira,Glen Eira Town Hall - Auditorium,Caulfield District,"416-428 Glen Eira Road, Caulfield, 3162",145.022324,-37.880068
VIC,Glenferrie Central,Glenferrie Primary School,Hawthorn District,"78-98 Manningtree Road, Hawthorn, 3122",145.033551,-37.824393
VIC,Prahran,Grattan Gardens Community Centre,Prahran District,"40 Grattan Street, Prahran, 3181",144.991585,-37.847124
VIC,Greythorn,Greythorn Primary School,"Kew District, Box Hill District","Reading Avenue, Balwyn North, 3104",145.0956854,-37.80222112
VIC,Hampton Central,Hampton Uniting Church Hall,Sandringham District,"corner Service and Deakin Streets, Hampton, 3188",145.004622,-37.939519
VIC,Auburn,Hawthorn Citizens Youth Club,Hawthorn District,"241 Auburn Road, Hawthorn, 3122",145.044201,-37.82868
VIC,Highett South,Highett Neighbourhood Community House,Sandringham District,"2 Livingston Street, Highett, 3190",145.0379258,-37.9476645
VIC,Ormond,Katandra School,Caulfield District,"2 Walsh Street, Ormond, 3204",145.040621,-37.901965
VIC,South Kensington,Kensington Community Recreation Centre,Melbourne District,"Corner Kensington Road and Altona Street, Kensington, 3031",144.924499,-37.79683
VIC,Kensington,Kensington Primary School,Melbourne District,"62-74 McCracken Street, Kensington, 3031",144.927379,-37.792563
VIC,Kew North,Kew East Primary School,Kew District,"35 Kitchener Street, Kew East, 3102",145.0490889,-37.79633098
VIC,Kew East,Kew East Uniting Church Hall,Kew District,"142 Normanby Road, Kew East, 3102",145.056165,-37.79761
VIC,Kew,Kew Primary School,Kew District,"Pakington Street, Kew, 3101",145.0332608,-37.80414676
VIC,Mentone West,Mentone Girls Secondary College,Sandringham District,"175 Balcombe Road (enter Gate 1), Mentone, 3194",145.0544749,-37.98120326
VIC,Middle Park,Middle Park Bowling Club,Albert Park District,"Canterbury Road (access via Armstrong Street), Middle Park, 3206",144.9649486,-37.84866688
VIC,Kerferd South,Middle Park Primary School,Albert Park District,"Richardson Street (access via Mills Street), Middle Park, 3206",144.9574266,-37.84801514
VIC,Hotham Hill,North Melbourne Community Centre,Melbourne District,"49-53 Buncle Street, North Melbourne, 3051",144.9400739,-37.79313619
VIC,North Melbourne,North Melbourne Primary School,Melbourne District,"210 Errol Street, North Melbourne, 3501",144.9508037,-37.79863112
VIC,Deepdene,Our Lady of Good Counsel,Kew District,"12 Whitehorse Road, Deepdene, 3103",145.062706,-37.810993
