ec_id,name,divisions,premises,address,lat,lon,state,wheelchair_access,wheelchair_access_description
,Samuel Terry Public School,Penrith,Samuel Terry Public School,"Grays Lane, Cranebrook 2750",-33.7133530,150.7091270,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,St Dominic's College,Penrith,St Dominic's College,"Copeland Street, Kingswood 2747",-33.7541120,150.7133370,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Werrington County Public School,Penrith,Werrington County Public School,"John Batman Avenue, Werrington County 2747",-33.7449020,150.7464160,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Werrington Public School,Penrith,Werrington Public School,"Heavey Street, Werrington 2747",-33.7542810,150.7456230,NSW,Assisted,No designated accessible parking spot
,Fernhill School,Penrith,Fernhill School,"12-40 Ridgetop Drive, Glenmore Park 2745",-33.7960850,150.6779220,NSW,Full,
,Glenmore Park Public School,Penrith,Glenmore Park Public School," 33 - 41 The Lakes Drive, Glenmore Park 2745",-33.7849150,150.6809140,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Glenmore Park Youth & Community Centre,Penrith,Glenmore Park Youth & Community Centre,"13-17 Town Terrace, Glenmore Park 2745",-33.7881293,150.6692895,NSW,Full,
,Jamisontown Public School,Penrith,Jamisontown Public School,"Thurwood Avenue, Penrith 2747",-33.7717040,150.6833430,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Building has lips and/or steps
,Leonay Public School,Penrith,Leonay Public School,"Buring Avenue, Leonay 2745",-33.7649150,150.6507220,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Luddenham Progress Hall,Penrith,Luddenham Progress Hall,"The Northern Road, Luddenham 2745",-33.8809317,150.6898761,NSW,None,
,Mulgoa Hall,Penrith,Mulgoa Hall,"Littlefields Road, Mulgoa 2745",-33.8367650,150.6532780,NSW,Assisted,No designated accessible parking spot
,Regentville Public School,Penrith,Regentville Public School,"49-59 Kenneth Slessor Drive, Regentville 2745",-33.7763860,150.6677390,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Surveyors Creek Public School,Penrith,Surveyors Creek Public School,"St Andrews Drive, Glenmore Park 2745",-33.7874640,150.6895520,NSW,Assisted,No accessible toilet
,Wallacia Public School,"Wollondilly, Penrith",Wallacia Public School,"1573-1585 Mulgoa Road, Wallacia 2745",-33.8632090,150.6414790,NSW,Assisted,No designated accessible parking spot
,1st Port Macquarie Sea Scout Hall,Port Macquarie-Hastings,1st Port Macquarie Sea Scout Hall,"9 Buller Street, Port Macquarie 2444",-31.4308830,152.9035440,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Beechwood School Of Arts Hall,Port Macquarie-Hastings,Beechwood School Of Arts Hall,"725 Beechwood Road, Beechwood 2446",-31.4354550,152.6698290,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards
,Bonny Hills Community Hall,Port Macquarie-Hastings,Bonny Hills Community Hall,"Graham Street, Bonny Hills 2445",-31.5916860,152.8389370,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps
,Camden Haven High School,Port Macquarie-Hastings,Camden Haven High School,"Valley View Road, Kew 2439",-31.6394880,152.7360520,NSW,Full,
,Comboyne Public School,Port Macquarie-Hastings,Comboyne Public School,"11 Hill Street, Comboyne 2429",-31.6056330,152.4723370,NSW,None,
,Dunbogan Jubilee Hall,Port Macquarie-Hastings,Dunbogan Jubilee Hall,"The Boulevarde, Dunbogan 2443",-31.6457614,152.8161292,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Emerald Downs Community Centre,Port Macquarie-Hastings,Emerald Downs Community Centre,"Emerald Drive, Port Macquarie 2444",-31.4783460,152.9143330,NSW,Full,
,Hastings Public School,Port Macquarie-Hastings,Hastings Public School,"85 Yarranabee Road, Port Macquarie 2444",-31.4538890,152.9181130,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Hastings Secondary College Westport Campus,Port Macquarie-Hastings,Hastings Secondary College Westport Campus,"Findlay Avenue, Port Macquarie 2444",-31.4357480,152.8958550,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet; No designated accessible parking spot
,"Hastings Secondary College, Port Macquarie Campus",Port Macquarie-Hastings,"Hastings Secondary College, Port Macquarie Campus","Owen Street, Port Macquarie 2444",-31.4339410,152.9202510,NSW,Full,
,Huntingdon Public School,Port Macquarie-Hastings,Huntingdon Public School,"2876 Oxley Highway, Huntingdon 2446",-31.4787670,152.6600910,NSW,None,
,Kendall Community Centre,Port Macquarie-Hastings,Kendall Community Centre,"19 Comboyne Street, Kendall 2439",-31.6323698,152.7030970,NSW,Full,
,King Creek Rural Fire Station,Port Macquarie-Hastings,King Creek Rural Fire Station,"Narran Close, King Creek 2446",-31.4717380,152.7548670,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Lake Cathie Community Hall,Port Macquarie-Hastings,Lake Cathie Community Hall,"Mullaway Road, Lake Cathie 2445",-31.5546040,152.8508620,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,Laurieton School Of Arts Hall,Port Macquarie-Hastings,Laurieton School Of Arts Hall,"58 Bold Street, Laurieton 2443",-31.6520510,152.7965030,NSW,Full,
,Long Flat Public School,Port Macquarie-Hastings,Long Flat Public School,"5077 Oxley Highway, Long Flat 2446",-31.4377290,152.4867750,NSW,Assisted,Door width less than 850mm but more than 740mm; No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Access ramp does not meet standards
,Lorne Recreation Centre,Port Macquarie-Hastings,Lorne Recreation Centre,"941 Stewarts River Road, Lorne 2439",-31.6617380,152.6103960,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps; No accessible toilet
,North Haven Public School,Port Macquarie-Hastings,North Haven Public School,"670 Ocean Drive, North Haven 2443",-31.6340630,152.8212188,NSW,Full,
,North Shore Rural Fire Station,Port Macquarie-Hastings,North Shore Rural Fire Station,"Shoreline Drive, North Shore, Riverside 2444",-31.4053740,152.8735180,NSW,None,
,Port Macquarie Lions Club,Port Macquarie-Hastings,Port Macquarie Lions Club,"Hastings River Drive, Port Macquarie 2444",-31.4253210,152.8757640,NSW,Assisted,Path of travel from car park may be difficult
,Port Macquarie Public School,Port Macquarie-Hastings,Port Macquarie Public School,"Grant Street, Port Macquarie 2444",-31.4304520,152.9143410,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Rollands Plains School Of Arts Hall,Port Macquarie-Hastings,Rollands Plains School Of Arts Hall,"Rollands Plains Road, Rollands Plains 2441",-31.2790600,152.6788060,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,"St Columba Anglican School, Iona Centre",Port Macquarie-Hastings,"St Columba Anglican School, Iona Centre","3 Iona Avenue, (Off Major Innes Road), Port Macquarie 2444",-31.4629670,152.8780490,NSW,Full,
,St Peter The Fisherman Church Hall,Port Macquarie-Hastings,St Peter The Fisherman Church Hall,"421 Ocean Drive, West Haven 2443",-31.6426640,152.7937860,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot
,Tacking Point Public School,Port Macquarie-Hastings,Tacking Point Public School,"Bangalay Drive, Port Macquarie 2444",-31.4727780,152.9265990,NSW,Full,
,Telegraph Point Public School,Port Macquarie-Hastings,Telegraph Point Public School,"Mooney Street, Telegraph Point 2441",-31.3339610,152.7941380,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet; Access ramp does not meet standards; May have limited circulation space in voting area
,Wauchope High School,Port Macquarie-Hastings,Wauchope High School,"Nelson Street, Wauchope 2446",-31.4517670,152.7309550,NSW,Full,
,Wauchope Indoor Stadium,Port Macquarie-Hastings,Wauchope Indoor Stadium,"82-94 Cameron Street, Wauchope 2446",-31.4610560,152.7339780,NSW,Assisted,Path of travel from car park may be difficult
,Anna Bay Public School,Port Stephens,Anna Bay Public School,"Gan Gan Road, Anna Bay 2316",-32.7766530,152.0896690,NSW,Assisted,No designated accessible parking spot
,Bobs Farm Public School,Port Stephens,Bobs Farm Public School,"764 Marsh Road, Bobs Farm 2316",-32.7664170,152.0110380,NSW,None,
,Lemon Tree Passage Bowling Club,Port Stephens,Lemon Tree Passage Bowling Club,"Kenneth Parade, Lemon Tree Passage 2319",-32.7335292,152.0331856,NSW,Assisted,Building has lips and/or steps
,Medowie Public School,Port Stephens,Medowie Public School,"Ferodale Road, Medowie 2318",-32.7391020,151.8543210,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Nelson Bay Baptist Church Hall,Port Stephens,Nelson Bay Baptist Church Hall,"19 Government Road, Nelson Bay 2315",-32.7211740,152.1399070,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards; Building has lips and/or steps
,Raymond Terrace Public School,Port Stephens,Raymond Terrace Public School,"14 Swan Street, Raymond Terrace 2324",-32.7661850,151.7404910,NSW,Full,
,Salt Ash Public School,Port Stephens,Salt Ash Public School,"4 Salt Ash Avenue, Salt Ash 2318",-32.7880020,151.9034550,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Tanilba Bay Public School,Port Stephens,Tanilba Bay Public School,"King Albert Avenue, Tanilba Bay 2319",-32.7290420,152.0044030,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet; No designated accessible parking spot
,Williamtown Union Hall,Port Stephens,Williamtown Union Hall,"Sandeman Street, Williamtown 2318",-32.8091220,151.8458950,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Wirreanda Public School,Port Stephens,Wirreanda Public School,"43 Brocklesby Road, Medowie 2318",-32.7442180,151.8768270,NSW,Full,
,Corlette Community Hall,Port Stephens,Corlette Community Hall,"49 Sandy Point Road, Corlette 2315",-32.7176470,152.1121950,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Access ramp does not meet standards
,Port Stephens Police & Community Youth Club,Port Stephens,Port Stephens Police & Community Youth Club,"7 Austral Street, Nelson Bay 2315",-32.7215260,152.1540760,NSW,Assisted,Building has lips and/or steps
,Salamander Bay Social & Welfare Club,Port Stephens,Salamander Bay Social & Welfare Club,"Foreshore Drive, Salamander Bay 2317",-32.7238810,152.0799490,NSW,Assisted,Access ramp does not meet standards; No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Shoal Bay Public School,Port Stephens,Shoal Bay Public School," 61 Rigney Street, Shoal Bay 2315",-32.7283720,152.1733290,NSW,Full,
,Soldiers Point Public School,Port Stephens,Soldiers Point Public School,"39 Cromarty Bay Road, Soldiers Point 2317",-32.7102230,152.0649360,NSW,Assisted,No accessible toilet
,Tomaree Public School,Port Stephens,Tomaree Public School,"169 Leisure Drive, Salamander Bay 2317",-32.7365560,152.1127460,NSW,Assisted,No accessible toilet
,Fern Bay Community Hall,Port Stephens,Fern Bay Community Hall,"Vardon Road, Fern Bay 2295",-32.8720950,151.7958490,NSW,Full,
,Hinton Public School,Port Stephens,Hinton Public School,"Paterson Street, Hinton 2321",-32.7166350,151.6510780,NSW,Assisted,Building has lips and/or steps; No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Iona Public School,Port Stephens,Iona Public School,"848 Paterson Road, Woodville 2321",-32.6646335,151.6039087,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Irrawang High School,Port Stephens,Irrawang High School,"Mount Hall Road, Raymond Terrace 2324",-32.7631430,151.7670210,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Irrawang Public School,Port Stephens,Irrawang Public School,"Roslyn Street, Raymond Terrace 2324",-32.7579270,151.7556570,NSW,Full,
,Raymond Terrace Senior Citizens and Community Centre,Port Stephens,Raymond Terrace Senior Citizens and Community Centre,"17E Irrawang Street, Raymond Terrace 2324",-32.7657690,151.7465620,NSW,Full,
,Seaham Public School,Port Stephens,Seaham Public School,"Still Street, Seaham 2324",-32.6621720,151.7302150,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Braidwood Central School,Queanbeyan-Palerang,Braidwood Central School,"Wilson Street, Braidwood 2622",-35.4413720,149.7983530,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps
,Bungendore Public School,Queanbeyan-Palerang,Bungendore Public School,"Gibraltar Street, Bungendore 2621",-35.2550350,149.4447080,NSW,Assisted,No designated accessible parking spot
,Captains Flat Community Hall,Queanbeyan-Palerang,Captains Flat Community Hall,"Foxlow Street, Captains Flat 2623",-35.5920670,149.4448050,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps; Access ramp does not meet standards; No accessible toilet
,Googong Public School,Queanbeyan-Palerang,Googong Public School,"241 Gorman Drive, Googong 2620",-35.4230892,149.2371826,NSW,Assisted,Path of travel from car park may be difficult
,Jerrabomberra Public School,Queanbeyan-Palerang,Jerrabomberra Public School,"Firethorn Place, Jerrabomberra 2619",-35.3858690,149.1992520,NSW,Full,
,Letchworth Neighbourhood Centre,Queanbeyan-Palerang,Letchworth Neighbourhood Centre,"28 Miller Street, Queanbeyan West 2620",-35.3597590,149.2093800,NSW,Full,
,Majors Creek Recreation Hall,Queanbeyan-Palerang,Majors Creek Recreation Hall,"Hill Street, Majors Creek 2622",-35.5690820,149.7419950,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards
,Queanbeyan Bicentennial Hall,Queanbeyan-Palerang,Queanbeyan Bicentennial Hall,"253 Crawford Street, Queanbeyan 2620",-35.3542480,149.2345270,NSW,Full,
,Queanbeyan East Public School,Queanbeyan-Palerang,Queanbeyan East Public School,"Thurralilly Street, Dodsworth 2620",-35.3449120,149.2462730,NSW,Full,
,Queanbeyan High School,Queanbeyan-Palerang,Queanbeyan High School,"Agnes Avenue, Crestwood 2620",-35.3526550,149.2221780,NSW,Assisted,No designated accessible parking spot
,Queanbeyan Public School,Queanbeyan-Palerang,Queanbeyan Public School,"Isabella Street, Queanbeyan 2620",-35.3571320,149.2358980,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; No designated accessible parking spot; Building has lips and/or steps
,Queanbeyan South Public School,Queanbeyan-Palerang,Queanbeyan South Public School,"101 Cameron Road, Karabar 2620",-35.3649640,149.2289650,NSW,Assisted,No designated accessible parking spot
,Queanbeyan West Public School,Queanbeyan-Palerang,Queanbeyan West Public School,"Richard Avenue, Crestwood 2620",-35.3482060,149.2149420,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Sutton Public School,"Yass Valley, Queanbeyan-Palerang",Sutton Public School,"Bywong Street, Sutton 2620",-35.1650340,149.2548560,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,The Anglican School Googong,Queanbeyan-Palerang,The Anglican School Googong,"Rosa Street, Googong 2620",-35.4222270,149.2343370,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Wamboin Community Hall,Queanbeyan-Palerang,Wamboin Community Hall,"112 Bingley Way, Wamboin 2620",-35.2585030,149.3074690,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps; No accessible toilet
,Maroubra Bay Public School,Randwick,Maroubra Bay Public School,"Duncan Street, Maroubra 2035",-33.9447910,151.2536080,NSW,None,
,Maroubra Junction Public School,Randwick,Maroubra Junction Public School,"Loch Maree Street, Maroubra 2035",-33.9361220,151.2401980,NSW,Full,
,South Coogee Public School,Randwick,South Coogee Public School,"Moverly Road, South Coogee 2034",-33.9333170,151.2537270,NSW,Full,
,St Johns Church Hall,Randwick,St Johns Church Hall,"339A Maroubra Road, Maroubra 2035",-33.9432310,151.2488690,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,St Mary and Joseph Primary School Hall,Randwick,St Mary and Joseph Primary School Hall,"Fitzgerald Avenue, Maroubra 2035",-33.9475620,151.2522430,NSW,Full,
,St Paul's Anglican Church,Randwick,St Paul's Anglican Church,"21 Nymboida Street, South Coogee 2034",-33.9335814,151.2568557,NSW,Assisted,No designated accessible parking spot
,Claremont College,Randwick,Claremont College,"30 Coogee Bay Road, Randwick 2031",-33.9182890,151.2445850,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards
,Coogee Eastward Senior Citizens Hall,Randwick,Coogee Eastward Senior Citizens Hall,"97 Brook Street, Coogee 2034",-33.9191540,151.2549020,NSW,Full,
,Coogee Public School,Randwick,Coogee Public School,"Byron Street, Coogee 2034",-33.9209650,151.2499470,NSW,Assisted,"No designated accessible parking spot,Path of travel from car park may be difficult"
,Randwick Boys High School,Randwick,Randwick Boys High School,"Rainbow Street, Randwick 2031",-33.9241270,151.2384690,NSW,Assisted,Path of travel from car park may be difficult
,Randwick Girls High School,Randwick,Randwick Girls High School,"Barker Street, Randwick 2031",-33.9215340,151.2393160,NSW,Full,
,Randwick Presbyterian Church,Randwick,Randwick Presbyterian Church,"Abbey Lane, Randwick 2031",-33.9124880,151.2397420,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Randwick Public School,Randwick,Randwick Public School,"Cowper Street, Randwick 2031",-33.9096340,151.2434010,NSW,Full,
,St Nicholas Anglican Church Hall Coogee,Randwick,St Nicholas Anglican Church Hall Coogee,"Carr Street, Coogee 2034",-33.9222190,151.2543800,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Clovelly Public School,"Waverley, Randwick",Clovelly Public School,"Inverness Street, Clovelly 2031",-33.9073740,151.2607070,NSW,Full,
,Clovelly Surf Club,Randwick,Clovelly Surf Club,"Clovelly Road, Clovelly 2031",-33.9149070,151.2674650,NSW,None,
,Randwick Literary Institute,Randwick,Randwick Literary Institute,"60 Clovelly Road, Randwick 2031",-33.9064040,151.2465230,NSW,None,
,Chifley Public School,Randwick,Chifley Public School,"Burke Street, Chifley 2036",-33.9650088,151.2418290,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,La Perouse Public School,Randwick,La Perouse Public School,"Yarra Road, Phillip Bay 2036",-33.9793470,151.2354110,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards; Building has lips and/or steps
,Malabar Memorial Hall,Randwick,Malabar Memorial Hall,"1203 Anzac Parade, Matraville 2036",-33.9623230,151.2461800,NSW,Assisted,No accessible toilet
,Matraville Soldiers' Settlement Public School,Randwick,Matraville Soldiers' Settlement Public School,"Lawson Street, Matraville 2036",-33.9576420,151.2404330,NSW,Assisted,No designated accessible parking spot
,Holy Trinity Anglican Church Hall Kingsford,Randwick,Holy Trinity Anglican Church Hall Kingsford,"Anzac Parade, Kingsford 2032",-33.9267130,151.2320480,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps; No designated accessible parking spot
,Kensington Park Community Centre,Randwick,Kensington Park Community Centre,"1 Day Lane, Kensington 2033",-33.9206030,151.2236480,NSW,Full,
,Kensington Public School,Randwick,Kensington Public School,"Doncaster Avenue, Kensington 2033",-33.9096250,151.2251380,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,St Martins Anglican Church Hall Kensington,"Sydney, Randwick",St Martins Anglican Church Hall Kensington,"105 Todman Avenue, Kensington 2033",-33.9097230,151.2193450,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Broadwater Community Hall,Richmond Valley,Broadwater Community Hall,"Little Pitt Street, Broadwater 2472",-29.0135460,153.4334520,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Casino Christian School,Richmond Valley,Casino Christian School,"93 Manifold Road, Casino North 2470",-28.8145707,153.0720313,NSW,Full,
,Casino Community and Cultural Centre,Richmond Valley,Casino Community and Cultural Centre,"35 Walker Street, Casino 2470",-28.8659376,153.0480186,NSW,Full,
,Casino High School,Richmond Valley,Casino High School,"90 Queensland Road, Casino 2470",-28.8467180,153.0438840,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Casino West Public School,Richmond Valley,Casino West Public School,"84a Hotham Street, Casino 2470",-28.8555440,153.0374940,NSW,Full,
,Coraki Public School,Richmond Valley,Coraki Public School,"50 Adams Street, Coraki 2471",-28.9925040,153.2825810,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Evans River Community School,Richmond Valley,Evans River Community School,"Cypress Street, Evans Head 2473",-29.1137460,153.4259040,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,Rappville Public School,Richmond Valley,Rappville Public School,"Lyons Street, Rappville 2469",-29.0862560,152.9551740,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,St Michael's Centre,Richmond Valley,St Michael's Centre,"Centre Street, Casino South 2470",-28.8725040,153.0441620,NSW,None,
,Denistone East Public School,Ryde,Denistone East Public School,"Brabyn Street, Eastwood 2122",-33.7938070,151.0972710,NSW,Full,
,Dunmore Lang College,Ryde,Dunmore Lang College,"130 Herring Road, Macquarie Park 2113",-33.7782820,151.1166400,NSW,Full,
,Epping Boys High School,Ryde,Epping Boys High School,"213 Vimiera Road, Eastwood 2122",-33.7717260,151.1011350,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Kent Road Public School,Ryde,Kent Road Public School,"Kent Road, Eastwood 2122",-33.7871820,151.1100130,NSW,Full,
,Meadowbank Public School,Ryde,Meadowbank Public School,"6 Rhodes Street, Meadowbank 2114",-33.8129570,151.0921770,NSW,Assisted,No designated accessible parking spot
,North Ryde Public School,Ryde,North Ryde Public School,"154 Coxs Road, North Ryde 2113",-33.7944450,151.1209790,NSW,Assisted,Path of travel from car park may be difficult
,Putney Public School,Ryde,Putney Public School,"193 Morrison Road, Putney 2112",-33.8247730,151.1103690,NSW,Assisted,No designated accessible parking spot
,Ryde College Of TAFE Banksia Building,Ryde,Ryde College Of TAFE Banksia Building,"Parkes Street, West Ryde 2114",-33.8092490,151.1003850,NSW,Full,
,Ryde East Public School,Ryde,Ryde East Public School,"Badajoz Road, North Ryde 2113",-33.8063360,151.1268700,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Ryde Public School,Ryde,Ryde Public School,"Argyle Avenue, Ryde 2112",-33.8132020,151.1069250,NSW,Assisted,No designated accessible parking spot
,Ryde Secondary College,Ryde,Ryde Secondary College,"Forrest Road, Ryde 2122",-33.8133890,151.1191400,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Santa Rosa Park Hall,Ryde,Santa Rosa Park Hall,"Santa Rosa Park, 64 Bridge Road, Ryde 2112",-33.7943250,151.1092920,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Shepherds Bay Community Centre,Ryde,Shepherds Bay Community Centre,"3A Bay Drive, Meadowbank 2114",-33.8198840,151.0899270,NSW,Assisted,No designated accessible parking spot
,Smalls Road Public School,Ryde,Smalls Road Public School,"3B Smalls Road, Ryde 2112",-33.7993560,151.1099470,NSW,Assisted,Path of travel from car park may be difficult
,St Annes Anglican Church,Ryde,St Annes Anglican Church,"42 Church Street, Ryde 2112",-33.8155330,151.1042910,NSW,Full,
,St Charles' Catholic Primary School,Ryde,St Charles' Catholic Primary School,"582 Victoria Road, Ryde 2112",-33.8191680,151.1148730,NSW,Full,
,Truscott Street Public School,Ryde,Truscott Street Public School,"Ryrie Street, North Ryde 2113",-33.7942270,151.1314580,NSW,Assisted,No designated accessible parking spot
,West Ryde Anglican Church,Ryde,West Ryde Anglican Church,"14 Bellevue Avenue, West Ryde 2114",-33.8057017,151.0830663,NSW,Assisted,No accessible toilet
,West Ryde Public School,Ryde,West Ryde Public School,"6 Endeavour Street, West Ryde 2114",-33.8083950,151.0846990,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,North Ryde Uniting Church,Ryde,North Ryde Uniting Church,"2 Cutler Parade, North Ryde 2113",-33.8005120,151.1309160,NSW,Full,
,Our Lady Queen of Peace Gladesville,Ryde,Our Lady Queen of Peace Gladesville,"Westminster Road, Gladesville 2111",-33.8251370,151.1269310,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,Royal Rehab Ryde,Ryde,Royal Rehab Ryde,"235 Morrison Road, Ryde 2112",-33.8216450,151.1081370,NSW,Full,
,Tennyson Pre-school Kindergarten,Ryde,Tennyson Pre-school Kindergarten,"15A Stanbury Street, Gladesville 2111",-33.8276102,151.1202684,NSW,Assisted,Access ramp does not meet standards; Building has lips and/or steps; No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Eastwood Heights Public School,Ryde,Eastwood Heights Public School,"Lincoln Street, Eastwood 2122",-33.7816090,151.0961220,NSW,Assisted,Path of travel from car park may be difficult
,Eastwood Womens Rest Centre,Ryde,Eastwood Womens Rest Centre,"Hillview Road, (Behind Eastwood Library), Eastwood 2122",-33.7900299,151.0812332,NSW,Full,
,Ermington Public School,Ryde,Ermington Public School,"14 Winbourne Street, West Ryde 2114",-33.8043920,151.0708930,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,St Anthonys Parish Hall Marsfield,Ryde,St Anthonys Parish Hall Marsfield,"54 Agincourt Road, Marsfield 2122",-33.7809740,151.1030320,NSW,Assisted,Path of travel from car park may be difficult
,Albion Park High School,Shellharbour,Albion Park High School,"120 Church Street, Albion Park 2527",-34.5754130,150.7731790,NSW,Assisted,Accessible parking spot does not meet standards; Building has lips and/or steps
,Albion Park Rail Public School,Shellharbour,Albion Park Rail Public School,"Tongarra Road, Albion Park Rail 2527",-34.5685750,150.7982180,NSW,None,
,HACC Albion Park Showground,Shellharbour,HACC Albion Park Showground,"108A Tongarra Road, Access via Halket Ln, Albion Park 2527",-34.5697704,150.7773020,NSW,Full,
,Mount Terry Primary School,Shellharbour,Mount Terry Primary School,"175 Ashburton Drive, Albion Park 2527",-34.5911920,150.7799410,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Shellharbour Civic Centre,Shellharbour,Shellharbour Civic Centre,"76 Cygnet Avenue, Shellharbour City Centre 2529",-34.5659220,150.8357260,NSW,Full,
,Tullimbar Public School,Shellharbour,Tullimbar Public School,"1 Exeter Place, Tullimbar Village 2527",-34.5790030,150.7558870,NSW,None,
,1st Warilla Scout Hall,Shellharbour,1st Warilla Scout Hall,"22B George Street, Warilla 2528",-34.5533840,150.8651620,NSW,None,
,Balarang Public School,Shellharbour,Balarang Public School,"Government Road, Oak Flats 2529",-34.5596060,150.8307030,NSW,Assisted,Path of travel from car park may be difficult
,Barrack Heights Public School,Shellharbour,Barrack Heights Public School,"Hunter Street, Barrack Heights 2528",-34.5596980,150.8461170,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Lake Illawarra High School,Shellharbour,Lake Illawarra High School,"Reddall Parade, Lake Illawarra 2528",-34.5411560,150.8513440,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Mount Warrigal Public School,Shellharbour,Mount Warrigal Public School,"Hogarth Avenue, Mount Warrigal 2528",-34.5542170,150.8453080,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps
,Oak Flats Neighbourhood Centre Hall,Shellharbour,Oak Flats Neighbourhood Centre Hall,"44 Fisher Street, Oak Flats 2529",-34.5636510,150.8199100,NSW,Full,
,Warilla High School,Shellharbour,Warilla High School,"Keross Avenue, Barrack Heights 2528",-34.5649890,150.8581320,NSW,Assisted,No accessible toilet; Access ramp does not meet standards
,Warilla North Community Centre,Shellharbour,Warilla North Community Centre,"2-6 Hill Street, Warilla 2528",-34.5471620,150.8517830,NSW,Full,
,Flinders Public School,Shellharbour,Flinders Public School,"Adam Murray Way, Flinders 2529",-34.5827360,150.8489640,NSW,Assisted,Building has lips and/or steps
